pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,st_teff,st_rad,radius_frac_error
Kepler-1482 b,Kepler-1482,2016,Transit,12.25383217,1.01,0.1,-0.11,5381.0,0.84,0.10891089108910891
Kepler-449 c,Kepler-449,2015,Transit,33.6727,2.764,0.086,-0.086,5649.18,1.467,0.031114327062228653
Kepler-169 e,Kepler-169,2014,Transit,13.767102,2.2,0.29,-0.29,4997.0,0.763,0.1318181818181818
TOI-1347 c,TOI-1347,2024,Transit,4.841962,1.6,0.1,-0.1,5464.0,0.83,0.0625
Kepler-1150 b,Kepler-1150,2016,Transit,2.787868386,1.02,0.06,-0.06,4754.0,0.72,0.058823529411764705
Kepler-1092 b,Kepler-1092,2016,Transit,58.6017925,2.07,0.37,-0.24,5862.0,1.0,0.17874396135265702
K2-285 d,K2-285,2018,Transit,10.45582,2.48,0.06,-0.06,4975.0,0.787,0.024193548387096774
TOI-1824 b,TOI-1824,2024,Transit,22.808533,2.7438269,0.08672208,-0.07211466,5165.0,0.8123,0.03160625037971601
Kepler-509 b,Kepler-509,2016,Transit,41.74600392,2.49,0.06,-0.06,6060.0,1.2,0.024096385542168672
Kepler-813 b,Kepler-813,2016,Transit,19.12947337,2.14,0.42,-0.19,5743.0,0.93,0.19626168224299065
Kepler-1140 b,Kepler-1140,2016,Transit,24.0862707,2.77,0.45,-0.37,4850.0,0.73,0.1624548736462094
TOI-1799 b,TOI-1799,2024,Transit,7.094570865,1.642,0.227,-0.168,5690.0,0.957,0.1382460414129111
Kepler-104 d,Kepler-104,2014,Transit,51.755394,3.58,0.61,-0.61,5711.0,1.349,0.17039106145251395
K2-72 d,K2-72,2016,Transit,7.760178,1.01,0.12,-0.12,3360.47,0.330989,0.1188118811881188
TOI-1269 c,TOI-1269,2026,Transit,9.23786144195,2.22999162,0.2429504,-0.19119088,5554.02,0.848906,0.10894677711838219
Kepler-402 b,Kepler-402,2014,Transit,4.028751,1.22,0.24,-0.24,6090.0,1.264,0.19672131147540983
K2-184 b,K2-184,2018,Transit,16.9780102,1.47,0.11,-0.05,5245.0,0.75,0.07482993197278912
TOI-7155 b,TOI-7155,2026,Transit,3.89489711981,2.40821473,0.34326283,-0.25569019,4673.03,0.670748,0.14253829848470365
Kepler-436 b,Kepler-436,2015,Transit,64.00205,2.73,0.23,-0.24,4651.0,0.697,0.0879120879120879
Kepler-84 b,Kepler-84,2012,Transit,8.726,2.23,0.1,-0.1,6039.0,1.43,0.044843049327354265
KOI-351 e,KOI-351,2013,Transit,91.93913,2.66,0.29,-0.29,6080.0,1.2,0.10902255639097742
Kepler-778 b,Kepler-778,2016,Transit,3.75574426,1.68,0.1,-0.13,5102.0,0.77,0.07738095238095238
Kepler-1522 b,Kepler-1522,2016,Transit,1.847889171,1.73,0.23,-0.14,5706.0,0.93,0.13294797687861273
Kepler-1245 b,Kepler-1245,2016,Transit,4.35409304,1.44,0.12,-0.1,5306.0,0.83,0.08333333333333333
K2-220 b,K2-220,2018,Transit,13.68186,2.37,0.14,-0.07,5612.0,1.026,0.05907172995780591
TOI-2322 c,TOI-2322,2025,Transit,20.225528,1.874,0.066,-0.057,4664.0,0.662,0.035218783351120594
Kepler-658 b,Kepler-658,2016,Transit,1.287076762,1.63,0.06,-0.06,4103.0,0.6,0.03680981595092025
Kepler-1089 b,Kepler-1089,2016,Transit,5.132485618,1.83,0.1,-0.34,3753.0,0.49,0.18579234972677597
HD 235088 b,HD 235088,2023,Transit,7.4341325,1.982,0.072,-0.069,5075.0,0.772,0.036326942482341064
NGTS-34 b,NGTS-34,2025,Transit,43.12655,3.65,0.22,-0.22,6134.0,1.367,0.06027397260273973
K2-138 f,K2-138,2017,Transit,12.75758,2.904,0.164,-0.111,5356.3,0.863,0.05647382920110193
TOI-1683.01,TOI-1683,2024,Transit,3.0575356,2.6382,0.276387,-0.276387,4402.0,0.7,0.10476347509665682
Kepler-831 b,Kepler-831,2016,Transit,5.62153941,1.27,0.1,-0.07,5732.0,0.97,0.07874015748031496
Kepler-221 c,Kepler-221,2014,Transit,5.690586,2.93,0.27,-0.27,5243.0,0.821,0.09215017064846416
TOI-270 c,TOI-270,2019,Transit,5.66051,2.33,0.01,-0.01,3506.0,0.38,0.004291845493562232
Kepler-651 b,Kepler-651,2016,Transit,21.38521506,2.37,0.22,-0.14,5522.0,0.87,0.09282700421940927
TOI-6281 b,TOI-6281,2026,Transit,1.05426244177,1.92416074,0.18572931,-0.16416748,4533.23,0.874219,0.09652484126663971
Kepler-1381 b,Kepler-1381,2016,Transit,25.3842686,2.25,0.29,-0.19,5747.0,0.94,0.1288888888888889
Kepler-1325 b,Kepler-1325,2016,Transit,33.8786838,2.86,0.4,-0.47,5550.0,0.91,0.16433566433566432
Kepler-616 c,Kepler-616,2016,Transit,90.4113556,3.41,0.57,-0.3,5753.0,0.97,0.16715542521994134
Kepler-1999 b,Kepler-1999,2023,Transit,8.7396758,3.29,0.26,-0.3,4406.0,0.628,0.0911854103343465
Kepler-213 b,Kepler-213,2014,Transit,2.46236,1.62,0.31,-0.31,5696.0,1.195,0.19135802469135801
Kepler-361 c,Kepler-361,2014,Transit,55.188023,2.52,0.48,-0.48,6169.0,1.343,0.19047619047619047
Kepler-1005 b,Kepler-1005,2016,Transit,6.49801525,1.5,0.21,-0.15,5782.0,1.06,0.13999999999999999
TOI-5728 b,TOI-5728,2025,Transit,11.49761,1.31,0.05,-0.05,3419.0,0.37,0.03816793893129771
Kepler-614 b,Kepler-614,2016,Transit,14.03491514,2.39,0.2,-0.17,5268.0,0.81,0.08368200836820083
Kepler-211 b,Kepler-211,2014,Transit,4.138575,1.26,0.09,-0.09,5123.0,0.816,0.07142857142857142
Kepler-870 b,Kepler-870,2016,Transit,21.3587621,2.78,0.51,-0.29,5857.0,1.02,0.18345323741007197
TOI-5515 b,TOI-5515,2026,Transit,8.59225810839,2.65362762,0.25797628,-0.22080259,5483.65,0.835682,0.09721645872829739
K2-348 b,K2-348,2021,Transit,4.688418,3.26,0.22,-0.11,5077.0,0.85,0.06748466257668712
Kepler-187 b,Kepler-187,2014,Transit,4.938864,1.41,0.28,-0.28,6105.0,1.287,0.19858156028368798
Kepler-573 b,Kepler-573,2016,Transit,22.18329658,2.79,0.36,-0.23,5746.0,1.02,0.12903225806451613
Kepler-975 b,Kepler-975,2016,Transit,1.970342457,1.48,0.06,-0.09,4897.0,0.75,0.06081081081081081
Kepler-520 c,Kepler-520,2016,Transit,5.21104261,1.07,0.07,-0.05,6112.0,1.09,0.06542056074766356
Kepler-476 b,Kepler-476,2016,Transit,14.00640607,3.08,0.51,-0.3,5837.0,1.09,0.16558441558441558
Kepler-684 b,Kepler-684,2016,Transit,6.770302008,3.36,0.3,-0.3,5493.0,0.86,0.08928571428571429
Kepler-1295 b,Kepler-1295,2016,Transit,3.81371974,1.55,0.2,-0.12,5486.0,0.89,0.12903225806451613
K2-26 b,K2-26,2016,Transit,14.5665,2.67,0.46,-0.42,3785.0,0.52,0.17228464419475656
GJ 357 b,GJ 357,2019,Transit,3.9306,1.2,0.06,-0.06,3505.0,0.337,0.05
LHS 1903 d,LHS 1903,2026,Transit,12.566287,2.5,0.078,-0.077,3664.0,0.539,0.0312
CoRoT-24 b,CoRoT-24,2014,Transit,5.1134,3.7,0.4,-0.4,4950.0,0.86,0.10810810810810811
Kepler-1062 b,Kepler-1062,2016,Transit,9.30412078,1.76,0.09,-0.1,4597.0,0.7,0.05681818181818182
K2-167 b,K2-167,2018,Transit,9.978541,2.36509493,0.21297063,-0.14571675,6310.0,1.499,0.09004739188206706
Kepler-1151 b,Kepler-1151,2016,Transit,65.6478424,2.22,0.24,-0.17,5470.0,0.85,0.1081081081081081
Kepler-574 b,Kepler-574,2016,Transit,7.65880414,2.39,0.33,-0.16,5612.0,0.91,0.13807531380753138
Kepler-446 c,Kepler-446,2015,Transit,3.036179,1.11,0.18,-0.18,3359.0,0.24,0.16216216216216214
TOI-5789 c,TOI-5789,2026,Transit,12.927748,2.86,0.18,-0.15,5185.0,0.833,0.06293706293706294
Kepler-210 c,Kepler-210,2014,Transit,7.972513,3.62,0.19,-0.19,4559.0,0.65,0.052486187845303865
TOI-1269 b,TOI-1269,2024,Transit,4.2529913,2.40144286,0.15036543,-0.0739539,5499.0,0.8521,0.0626146191127779
K2-159 b,K2-159,2018,Transit,12.42205,2.26,0.17,-0.11,5425.0,0.83,0.0752212389380531
Kepler-1439 b,Kepler-1439,2016,Transit,8.07392849,1.46,0.14,-0.21,3578.0,0.43,0.14383561643835616
HIP 113103 b,HIP 113103,2023,Transit,7.610303,1.829,0.096,-0.067,4930.0,0.742,0.05248769819573538
GJ 9827 c,GJ 9827,2017,Transit,3.648103,1.13,0.07,-0.05,4236.0,0.58,0.06194690265486727
K2-149 b,K2-149,2018,Transit,11.332,1.64,0.2,-0.18,3745.0,0.568,0.12195121951219513
Kepler-139 d,Kepler-139,2023,Transit,7.305699922,1.695,0.061,-0.061,5622.0,1.045,0.0359882005899705
Kepler-128 c,Kepler-128,2013,Transit,22.8,1.521,0.047,-0.047,6072.0,1.659,0.03090072320841552
Kepler-33 b,Kepler-33,2011,Transit,5.66793,1.74,0.18,-0.18,5904.0,1.82,0.10344827586206896
TOI-2084 b,TOI-2084,2023,Transit,6.0784247,2.47,0.13,-0.13,3551.0,0.475,0.05263157894736842
LHS 1140 c,LHS 1140,2018,Transit,3.77794,1.272,0.026,-0.026,3096.0,0.2159,0.020440251572327043
K2-222 b,K2-222,2018,Transit,15.3889274,2.275,0.1,-0.1,5942.0,1.072,0.04395604395604396
K2-72 e,K2-72,2016,Transit,24.158868,1.29,0.14,-0.13,3360.47,0.330989,0.10852713178294575
K2-195 b,K2-195,2018,Transit,15.852975,3.13,0.12,-0.12,5713.0,0.99,0.038338658146964855
TOI-2458 b,TOI-2458,2024,Transit,3.73659,2.83,0.2,-0.18,6005.0,1.31,0.0706713780918728
K2-146 b,K2-146,2018,Transit,2.6446,2.05,0.06,-0.06,3385.0,0.33,0.02926829268292683
Kepler-120 c,Kepler-120,2014,Transit,12.794585,1.53,0.09,-0.09,4096.0,0.534,0.058823529411764705
K2-172 b,K2-172,2018,Transit,14.316941,1.66608079,0.15959489,-0.09523043,5569.0,0.868889,0.09579060688887721
Kepler-1153 b,Kepler-1153,2016,Transit,1.755835327,1.73,0.21,-0.11,5470.0,0.88,0.12138728323699421
K2-283 b,K2-283,2018,Transit,1.921036,3.52,0.16,-0.16,5060.0,0.82,0.045454545454545456
Kepler-327 b,Kepler-327,2014,Transit,2.549575,1.11,0.05,-0.05,3799.0,0.492,0.04504504504504504
HIP 41378 c,HIP 41378,2016,Transit,31.70591,2.74,0.043,-0.049,6290.0,1.3,0.017883211678832115
Kepler-109 b,Kepler-109,2014,Transit,6.4816307,2.49,0.11,-0.11,5950.0,1.387,0.04417670682730923
K2-28 b,K2-28,2016,Transit,2.260455,2.32,0.24,-0.24,3214.0,0.288,0.10344827586206896
Kepler-334 c,Kepler-334,2014,Transit,12.758005,1.43,0.26,-0.26,5828.0,1.068,0.18181818181818182
K2-160 b,K2-160,2018,Transit,3.705871,3.17824034,0.21418014,-0.1454733,5649.0,0.913754,0.06738953543079124
Kepler-92 d,Kepler-92,2015,Transit,49.3568,2.067,0.056,-0.056,5904.34,1.81719,0.027092404450895016
Kepler-945 b,Kepler-945,2016,Transit,31.0033814,2.63,0.47,-0.25,5718.0,0.97,0.17870722433460076
K2-90 b,K2-90,2016,Transit,13.733314,2.6,0.1,-0.1,4484.0,0.619,0.038461538461538464
HIP 9618 b,HIP 9618,2023,Transit,20.772858,3.82838127,0.10440228,-0.08816578,5649.0,0.9593,0.027270606723034146
Kepler-634 b,Kepler-634,2016,Transit,5.16950177,1.89,0.3,-0.25,6075.0,1.24,0.15873015873015872
EPIC 211822797 b,EPIC 211822797,2016,Transit,21.1701963,1.92,0.12,-0.07,4057.0,0.58,0.0625
Kepler-681 b,Kepler-681,2016,Transit,26.39435646,3.08,0.16,-0.16,5021.0,0.76,0.051948051948051945
Kepler-68 b,Kepler-68,2013,Transit,5.39875259,2.357,0.023,-0.023,5847.0,1.2564,0.00975816716164616
Kepler-1652 b,Kepler-1652,2017,Transit,38.09722,1.6,0.18,-0.18,3638.0,0.382,0.11249999999999999
KOI-7368 b,KOI-7368,2022,Transit,6.8430344,2.22,0.12,-0.12,5241.0,0.874,0.05405405405405405
EPIC 201833600 c,K2-50,2019,Transit,3.96151,1.0,0.12,-0.11,4326.0,0.634,0.12
Kepler-1192 b,Kepler-1192,2016,Transit,25.2034787,2.36,0.24,-0.22,5438.0,0.83,0.1016949152542373
Kepler-214 b,Kepler-214,2014,Transit,15.660544,2.61,0.49,-0.49,6169.0,1.352,0.18773946360153257
TOI-178 f,TOI-178,2021,Transit,15.23335,2.417,0.041,-0.048,4316.0,0.662,0.01985932974762102
K2-154 b,K2-154,2018,Transit,3.67626,1.99,0.21,-0.11,4097.0,0.63,0.10552763819095477
Kepler-601 b,Kepler-601,2016,Transit,5.378868441,1.9,0.27,-0.18,5160.0,0.79,0.14210526315789476
Kepler-781 b,Kepler-781,2016,Transit,13.2140732,2.89,0.49,-0.24,5162.0,0.78,0.1695501730103806
K2-72 b,K2-72,2016,Transit,5.577212,1.08,0.11,-0.11,3360.47,0.330989,0.10185185185185185
Kepler-743 b,Kepler-743,2016,Transit,3.179262921,1.21,0.03,-0.05,5486.0,0.85,0.04132231404958678
TOI-5126 c,TOI-5126,2023,Transit,17.8999,3.86,0.17,-0.16,6150.0,1.241,0.044041450777202076
TOI-406 c,TOI-406,2024,Transit,3.307441,1.32,0.12,-0.12,3392.0,0.41,0.0909090909090909
Kepler-545 b,Kepler-545,2016,Transit,13.24934059,2.69,0.3,-0.21,5882.0,1.07,0.11152416356877323
Kepler-916 b,Kepler-916,2016,Transit,32.2968798,1.76,0.14,-0.13,5248.0,0.81,0.07954545454545456
TOI-277 b,TOI-277,2022,Transit,3.994,2.65,0.18,-0.18,4031.0,0.362,0.06792452830188679
K2-151 b,K2-151,2018,Transit,3.835476,1.49,0.08,-0.08,3695.0,0.45,0.053691275167785234
TOI-799 b,TOI-799,2026,Transit,5.54519139676,2.06631784,0.30545179,-0.22030926,5662.81,0.915519,0.14782420404404
TOI-2443 b,TOI-2443,2023,Transit,15.66858,2.363,0.066,-0.066,4375.0,0.631,0.027930596699111302
Kepler-1020 b,Kepler-1020,2016,Transit,96.9151496,2.28,0.08,-0.09,5227.0,0.8,0.03947368421052632
Kepler-1447 b,Kepler-1447,2016,Transit,56.6747285,2.9,0.5,-0.24,5722.0,0.95,0.1724137931034483
TOI-1470 c,TOI-1470,2023,Transit,18.08816,2.47,0.02,-0.02,3709.0,0.469,0.008097165991902834
K2-178 b,K2-178,2018,Transit,8.747818,3.55790985,0.20414388,-0.13806599,5525.0,0.887267,0.05737747402453156
K2-194 b,K2-194,2018,Transit,39.721386,3.64229858,0.61766974,-0.50000005,5979.0,1.281115,0.1695824014515581
K2-268 d,K2-268,2021,Transit,4.528598,1.49,0.14,-0.07,5106.0,0.78,0.09395973154362416
K2-8 c,K2-8,2016,Transit,5.06416,2.41,0.33,-0.33,4870.0,0.74,0.13692946058091285
Kepler-92 b,Kepler-92,2013,Transit,13.749,3.51,0.1,-0.1,5883.0,1.7,0.028490028490028494
Kepler-1065 c,Kepler-1065,2016,Transit,2.37030743,1.6,0.24,-0.17,5635.0,0.93,0.15
TOI-6086 b,TOI-6086,2024,Transit,1.3888725,1.18,0.07,-0.07,3200.0,0.259,0.05932203389830509
Kepler-144 b,Kepler-144,2014,Transit,5.885273,1.33,0.26,-0.26,6075.0,1.235,0.19548872180451127
Kepler-251 e,Kepler-251,2014,Transit,99.640161,2.77,0.49,-0.49,5526.0,0.89,0.17689530685920576
TOI-406.01,TOI-406,2024,Transit,13.175682,2.08,0.16,-0.15,3392.0,0.41,0.07692307692307693
Kepler-235 e,Kepler-235,2014,Transit,46.183669,2.22,0.29,-0.29,4255.0,0.554,0.1306306306306306
Kepler-1013 b,Kepler-1013,2016,Transit,18.93054959,2.15,0.36,-0.2,4954.0,0.76,0.16744186046511628
Kepler-313 b,Kepler-313,2014,Transit,14.970418,2.53,0.31,-0.31,5727.0,1.536,0.12252964426877472
Kepler-84 f,Kepler-84,2014,Transit,44.552169,2.2,0.43,-0.43,6031.0,1.169,0.19545454545454544
Kepler-205 c,Kepler-205,2014,Transit,20.306546,1.64,0.12,-0.12,4321.0,0.546,0.07317073170731707
K2-417 b,K2-417,2023,Transit,6.535,3.31,0.14,-0.12,3861.0,0.5776,0.04229607250755287
K2-332 b,K2-332,2021,Transit,17.70632,2.2,0.19,-0.15,3315.0,0.28,0.08636363636363635
Kepler-186 c,Kepler-186,2014,Transit,7.267302,1.25,0.14,-0.14,3788.0,0.472,0.11200000000000002
TOI-1794 b,TOI-1794,2024,Transit,8.765528,3.29701268,0.16656615,-0.13651409,5631.0,1.3162,0.050520324356168385
K2-228 b,K2-228,2018,Transit,2.69828,1.21,0.1,-0.06,4715.0,0.65,0.08264462809917356
TOI-261.01,TOI-261,2021,Transit,3.3639254,3.0449863,0.2114907,-0.2114907,5890.3,1.28018,0.06945538638384022
TOI-1201 b,TOI-1201,2021,Transit,2.4919863,2.415,0.091,-0.09,3476.0,0.508,0.03768115942028985
TOI-421 b,TOI-421,2020,Transit,5.197576,2.64,0.08,-0.08,5291.0,0.866,0.030303030303030304
K2-286 b,K2-286,2018,Transit,27.359,2.1,0.2,-0.2,3926.0,0.62,0.09523809523809523
TOI-125 b,TOI-125,2019,Transit,4.65382,2.726,0.075,-0.075,5320.0,0.848,0.02751283932501834
Kepler-224 c,Kepler-224,2014,Transit,5.925003,3.12,0.26,-0.26,5018.0,0.676,0.08333333333333333
K2-389 c,K2-389,2022,Transit,20.851337,2.04,0.151,-0.138,5782.0,1.084,0.07401960784313726
Kepler-1052 b,Kepler-1052,2016,Transit,34.8538276,2.93,0.54,-0.31,5888.0,1.03,0.18430034129692832
K2-414 b,K2-414,2022,Transit,4.3696,1.219,0.1004,-0.0731,4343.0,0.732,0.08236259228876128
TOI-1052 b,TOI-1052,2023,Transit,9.139703,2.87,0.29,-0.24,6146.0,1.264,0.10104529616724738
TOI-1174 b,TOI-1174,2024,Transit,8.953487683,2.562,0.252,-0.2,5030.0,0.76,0.09836065573770493
K2-196 b,K2-196,2018,Transit,48.324222,3.59970536,0.60292183,-0.50268801,6045.0,1.538801,0.16749199440034168
Kepler-197 b,Kepler-197,2014,Transit,5.599308,1.02,0.04,-0.04,6004.0,1.12,0.0392156862745098
Kepler-1271 b,Kepler-1271,2016,Transit,3.0255955,1.48,0.23,-0.16,6143.0,1.23,0.1554054054054054
Kepler-790 b,Kepler-790,2016,Transit,13.73469807,2.18,0.17,-0.14,5208.0,0.8,0.0779816513761468
Kepler-395 b,Kepler-395,2014,Transit,7.054346,1.03,0.08,-0.08,4262.0,0.556,0.07766990291262135
TOI-1011 b,TOI-1011,2025,Transit,2.470498,1.45,0.05,-0.05,5475.0,0.92,0.034482758620689655
TOI-1846 b,TOI-1846,2025,Transit,3.9306737,1.792,0.065,-0.068,3568.0,0.397,0.037946428571428575
Kepler-515 b,Kepler-515,2016,Transit,19.96371318,1.46,0.06,-0.05,5293.0,0.83,0.0410958904109589
Kepler-113 c,Kepler-113,2014,Transit,8.92507,2.18,0.06,-0.06,4725.0,0.69,0.027522935779816512
Kepler-219 b,Kepler-219,2014,Transit,4.585512,2.95,0.49,-0.49,5786.0,1.491,0.16610169491525423
Kepler-1313 b,Kepler-1313,2016,Transit,3.833091178,1.76,0.06,-0.08,5453.0,0.85,0.045454545454545456
EPIC 212297394 b,EPIC 212297394,2019,Transit,2.289363,1.48,0.13,-0.11,5171.0,0.8,0.08783783783783784
Kepler-1163 b,Kepler-1163,2016,Transit,6.11786898,1.03,0.17,-0.11,6302.0,1.35,0.1650485436893204
Kepler-1546 b,Kepler-1546,2016,Transit,19.5974971,3.13,0.58,-0.34,5623.0,0.93,0.1853035143769968
Kepler-1261 b,Kepler-1261,2016,Transit,48.4308991,2.26,0.14,-0.14,5006.0,0.77,0.06194690265486727
TOI-815 c,TOI-815,2024,Transit,34.976145,2.62,0.1,-0.09,4869.0,0.77,0.03816793893129771
TIC 67686059 b,TIC 67686059,2026,Transit,3.52163529551,2.59125922,0.419496,-0.31487958,5090.09,0.820458,0.16188885957924348
Kepler-80 c,Kepler-80,2012,Transit,9.52355,2.74,0.12,-0.1,4540.0,0.678,0.0437956204379562
Kepler-1631 b,Kepler-1631,2016,Transit,4.09513932,1.35,0.2,-0.15,5679.0,0.95,0.14814814814814814
HD 63433 b,HD 63433,2020,Transit,7.1079475,2.14,0.087,-0.069,5553.0,0.934,0.04065420560747663
Kepler-231 b,Kepler-231,2014,Transit,10.065275,1.73,0.12,-0.12,3767.0,0.49,0.06936416184971098
HD 110082 b,HD 110082,2021,Transit,10.18271,3.2,0.1,-0.1,6200.0,1.19,0.03125
Kepler-82 e,Kepler-82,2014,Transit,5.902206,2.47,0.37,-0.37,5428.0,0.945,0.14979757085020243
Kepler-449 b,Kepler-449,2015,Transit,12.58242,2.056,0.069,-0.069,5649.18,1.467,0.03356031128404669
Kepler-906 b,Kepler-906,2016,Transit,41.6979976,2.11,0.1,-0.1,6035.0,1.02,0.047393364928909956
TOI-431 d,TOI-431,2021,Transit,12.46103,3.29,0.09,-0.09,4850.0,0.731,0.02735562310030395
Kepler-735 b,Kepler-735,2016,Transit,11.51516988,2.95,0.16,-0.12,5107.0,0.8,0.05423728813559322
HD 25463 b,HD 25463,2023,Transit,7.0491423,2.54535814,0.1117151,-0.08338345,6353.0,1.4182,0.04388973726109914
TOI-5160 b,TOI-5160,2026,Transit,4.280773256,2.39729851,0.28717359,-0.22048406,5622.14,1.03315,0.11979050118376787
TOI-1260 c,TOI-1260,2021,Transit,7.493134,2.76,0.07,-0.07,4227.0,0.672,0.025362318840579715
Kepler-306 e,Kepler-306,2014,Transit,44.840975,2.27,0.15,-0.15,4954.0,0.719,0.06607929515418502
Kepler-694 b,Kepler-694,2016,Transit,6.365841612,2.8,0.52,-0.22,5700.0,0.95,0.18571428571428572
Kepler-150 d,Kepler-150,2014,Transit,12.56093,2.79,0.41,-0.41,5560.0,0.939,0.14695340501792115
Kepler-547 b,Kepler-547,2016,Transit,6.010384289,4.0,0.13,-0.31,4828.0,0.73,0.0775
Kepler-124 c,Kepler-124,2014,Transit,13.821375,1.75,0.09,-0.09,4984.0,0.636,0.05142857142857143
Kepler-198 c,Kepler-198,2014,Transit,49.567416,2.47,0.37,-0.37,5574.0,0.94,0.14979757085020243
Kepler-129 b,Kepler-129,2014,Transit,15.79,2.4,0.04,-0.04,5770.0,1.653,0.016666666666666666
LHS 1903 c,LHS 1903,2026,Transit,6.226185,2.046,0.078,-0.074,3664.0,0.539,0.03812316715542522
Kepler-446 b,Kepler-446,2015,Transit,1.565409,1.5,0.25,-0.25,3359.0,0.24,0.16666666666666666
K2-216 b,K2-216,2018,Transit,2.1748,1.75,0.17,-0.1,4503.0,0.72,0.09714285714285716
Kepler-167 d,Kepler-167,2016,Transit,21.80379,1.238,0.064,-0.064,4884.0,0.749,0.051696284329563816
Kepler-1198 b,Kepler-1198,2016,Transit,7.6847716,1.47,0.18,-0.1,5517.0,0.9,0.12244897959183673
TOI-1801 b,TOI-1801,2023,Transit,10.64387,2.079,0.124,-0.11,3863.0,0.547,0.05964405964405964
K2-187 e,K2-187,2018,Transit,13.606629,1.9,0.3,-0.3,5438.0,0.83,0.15789473684210525
K2-32 e,K2-32,2019,Transit,4.34934,1.212,0.052,-0.046,5271.0,0.86,0.0429042904290429
TOI-1742 b,TOI-1742,2024,Transit,21.269084,2.36507598,0.05691119,-0.051074,5815.0,1.131,0.024063155045023123
K2-105 b,K2-105,2017,Transit,8.26726,3.4,0.12,-0.05,5373.0,0.905,0.03529411764705882
K2-270 b,K2-270,2018,Transit,1.543069,1.38,0.11,-0.11,4877.0,0.77,0.07971014492753624
Kepler-1529 b,Kepler-1529,2016,Transit,5.33905686,2.1,0.15,-0.11,5048.0,0.77,0.07142857142857142
Kepler-98 b,Kepler-98,2014,Transit,1.54168,1.99,0.22,-0.22,5539.0,1.11,0.11055276381909548
TIC 24750448 b,TIC 24750448,2026,Transit,3.59159193029,2.43722231,0.31643391,-0.2681268,4545.43,0.713599,0.12983383120270223
K2-254 b,K2-254,2018,Transit,4.09639,1.63,0.28,-0.24,4629.0,0.67,0.1717791411042945
Kepler-1316 b,Kepler-1316,2016,Transit,87.9732136,3.54,0.55,-0.38,5884.0,1.12,0.1553672316384181
K2-165 d,K2-165,2018,Transit,14.101361,2.64809498,0.25333143,-0.14795979,5185.0,0.803827,0.09566553764623655
TOI-2018 b,TOI-2018,2023,Transit,7.435583,2.268,0.069,-0.069,4174.0,0.62,0.03042328042328043
Kepler-1392 b,Kepler-1392,2016,Transit,15.1410397,1.96,0.22,-0.16,5479.0,0.85,0.11224489795918367
TOI-669 b,TOI-669,2023,Transit,3.945152,2.58606487,0.13042739,-0.11014467,5597.0,0.9882,0.0504346938520533
TOI-4559 b,TOI-4559,2024,Transit,3.965991,1.415,0.126,-0.112,3558.0,0.374,0.08904593639575971
Kepler-105 c,Kepler-105,2014,Transit,7.12592,1.44,0.04,-0.04,5933.0,1.026,0.02777777777777778
TOI-700 c,TOI-700,2020,Transit,16.051137,2.6,0.14,-0.13,3459.0,0.421,0.05384615384615385
TOI-6954 b,TOI-6954,2026,Transit,4.02074127419,3.63524486,0.31255602,-0.28011794,5170.87,0.947112,0.08597935821027473
LHS 1903 e,LHS 1903,2026,Transit,29.31773,1.732,0.059,-0.058,3664.0,0.539,0.034064665127020784
Kepler-504 b,Kepler-504,2016,Transit,9.549275422,1.59,0.18,-0.22,3519.0,0.33,0.13836477987421383
Kepler-214 c,Kepler-214,2014,Transit,28.7798,2.13,0.4,-0.4,6169.0,1.352,0.18779342723004697
Kepler-197 d,Kepler-197,2014,Transit,15.677563,1.22,0.1,-0.1,6004.0,1.12,0.0819672131147541
Kepler-323 c,Kepler-323,2014,Transit,3.5538229,1.57,0.04,-0.04,6004.0,1.12,0.025477707006369425
K2-90 c,K2-90,2016,Transit,2.900706,1.3,0.13,-0.11,4421.98,0.634754,0.1
TIC 260969020 b,TIC 260969020,2026,Transit,8.48584501953,2.22686612,0.23860135,-0.19249709,4572.94,0.68988,0.10714669726081243
HD 77946 b,HD 77946,2024,Transit,6.527363,2.89646124,0.1867559,-0.14235529,6007.0,1.3174,0.06447726536813592
LHS 1478 b,LHS 1478,2021,Transit,1.9495378,1.242,0.051,-0.049,3381.0,0.246,0.041062801932367145
Kepler-768 b,Kepler-768,2016,Transit,11.3910025,1.79,0.2,-0.13,5108.0,0.78,0.111731843575419
K2-251 b,K2-251,2018,Transit,9.30075,2.35,0.26,-0.21,3717.0,0.49,0.11063829787234042
TOI-5803 b,TOI-5803,2023,Transit,5.38305,3.2732,0.1251,-0.1194,5134.0,0.7625,0.03821947940852988
Kepler-626 b,Kepler-626,2016,Transit,14.48585199,2.29,0.28,-0.2,5813.0,1.05,0.12227074235807861
Kepler-94 b,Kepler-94,2014,Transit,2.50806,3.51,0.15,-0.15,4781.0,0.76,0.042735042735042736
Kepler-298 b,Kepler-298,2014,Transit,10.475464,1.96,0.1,-0.1,4465.0,0.582,0.05102040816326531
TOI-2136 b,TOI-2136,2022,Transit,7.851928,2.19,0.17,-0.17,3342.0,0.34,0.07762557077625572
Kepler-1493 b,Kepler-1493,2016,Transit,15.0217983,1.41,0.27,-0.23,5863.0,1.29,0.1914893617021277
