pmra_approx,pmdec_approx,pixel_x,pixel_y
-10.713101160862355,-3.5526315789473664,228,400
-10.580431177446103,-3.5526315789473664,230,400
-10.447761194029852,-3.5526315789473664,232,400
-10.315091210613598,-3.5526315789473664,234,400
-10.182421227197347,-3.5526315789473664,236,400
-10.049751243781094,-3.5526315789473664,238,400
-9.917081260364842,-3.5526315789473664,240,400
-12.106135986733001,-3.6184210526315788,207,401
-11.97346600331675,-3.6184210526315788,209,401
-11.774461028192372,-3.6184210526315788,212,401
-11.64179104477612,-3.6184210526315788,214,401
-11.442786069651742,-3.6184210526315788,217,401
-11.310116086235489,-3.6184210526315788,219,401
-11.177446102819237,-3.6184210526315788,221,401
-11.044776119402984,-3.6184210526315788,223,401
-10.912106135986733,-3.6184210526315788,225,401
-10.779436152570481,-3.6184210526315788,227,401
-10.64676616915423,-3.6184210526315788,229,401
-10.514096185737976,-3.6184210526315788,231,401
-10.381426202321725,-3.6184210526315788,233,401
-10.248756218905474,-3.6184210526315788,235,401
-10.11608623548922,-3.6184210526315788,237,401
-9.983416252072967,-3.6184210526315788,239,401
-12.172470978441128,-3.6842105263157876,206,402
-12.039800995024876,-3.6842105263157876,208,402
-11.907131011608623,-3.6842105263157876,210,402
-11.243781094527364,-3.6842105263157876,220,402
-11.11111111111111,-3.6842105263157876,222,402
-10.97844112769486,-3.6842105263157876,224,402
-10.845771144278606,-3.6842105263157876,226,402
-10.713101160862355,-3.6842105263157876,228,402
-10.580431177446103,-3.6842105263157876,230,402
-10.447761194029852,-3.6842105263157876,232,402
-10.315091210613598,-3.6842105263157876,234,402
-10.182421227197347,-3.6842105263157876,236,402
-10.049751243781094,-3.6842105263157876,238,402
-9.917081260364842,-3.6842105263157876,240,402
-12.039800995024876,-3.75,208,403
-11.376451077943615,-3.75,218,403
-11.243781094527364,-3.75,220,403
-11.11111111111111,-3.75,222,403
-10.97844112769486,-3.75,224,403
-10.845771144278606,-3.75,226,403
-10.713101160862355,-3.75,228,403
-10.580431177446103,-3.75,230,403
-10.447761194029852,-3.75,232,403
