wavelength_A,flux,error
4016.9933091342064,1.8952262668443668e-15,5.296665433153856e-17
4019.7431761142066,1.9648998089537165e-15,5.356332617715266e-17
4022.49304286579,2.0433873641539577e-15,5.4306101280000775e-17
4027.9927754256296,2.013471007489883e-15,5.388595639455039e-17
4030.742641104852,2.0813920384313636e-15,5.4505120935381034e-17
4036.242370939314,2.0331497004369686e-15,5.377158047689146e-17
4038.992234965519,1.9664659728731897e-15,5.3065012723816014e-17
4041.7420983116826,1.85068567458771e-15,5.1623058245123775e-17
4052.7415436056003,1.951521982343019e-15,5.242510911066744e-17
4055.4914025838125,1.8585338583604945e-15,5.134799753039274e-17
4058.241260494885,1.7398382844288022e-15,5.012094126611933e-17
4060.9911172743027,1.976360376488304e-15,5.2619238474266287e-17
4063.740972857551,1.8600398829407127e-15,5.128153853125778e-17
4066.490827180113,1.8980473100751972e-15,5.1681692115663984e-17
4069.240680177475,1.986357482848273e-15,5.2703759789256955e-17
4071.9905317851217,1.91296991302345e-15,5.169162159173707e-17
4074.7403819385395,2.0702207326482635e-15,5.331926819178011e-17
4077.4902305732144,2.147291201727748e-15,5.403635106480233e-17
4080.2400776246336,2.1911325682864467e-15,5.469084614395634e-17
4082.989923028282,2.3549961741304746e-15,5.599836722949646e-17
4085.7397667196497,2.392449641717455e-15,5.643816261757865e-17
4088.4896086342214,2.348301860990087e-15,5.60753678183578e-17
4091.2394487074866,2.315606600984308e-15,5.5485065263460355e-17
4093.9892868749344,2.3326001994885973e-15,5.577682840912006e-17
4102.238789297259,2.264310709215061e-15,5.5071560983967546e-17
4104.988619196328,2.1731473059591593e-15,5.395258082980786e-17
4110.488272244852,2.4345789429315156e-15,5.647619969086629e-17
4113.238095265289,2.2583857137490173e-15,5.4706681689603055e-17
4115.987915863834,2.4432313844877183e-15,5.638513703159156e-17
4118.737733975979,2.474509346614504e-15,5.663427721464763e-17
4121.487549537218,2.401098271625395e-15,5.588572508240144e-17
4124.237362483045,2.4187489559385168e-15,5.620519546985922e-17
4129.736980270444,2.2388107823379704e-15,5.4198177371119757e-17
4132.486784983008,2.0659235227486056e-15,5.2410666537172266e-17
4137.986385723347,2.0299150933696412e-15,5.19478689106162e-17
4143.485974453954,2.0715338454747444e-15,5.221605410009569e-17
4146.235764154358,1.900783861769539e-15,5.035145665050316e-17
4151.7353339028605,1.8512085056744025e-15,4.9906211796545464e-17
4154.485113821964,1.9179741836758283e-15,5.046960451175533e-17
4157.2348903516395,1.8771726066065886e-15,5.0216834660171377e-17
4162.734432984717,1.850556925579727e-15,4.951072020207161e-17
4165.48419895913,1.8515890352259565e-15,5.0679308031927324e-17
4168.2339612861315,1.826073226481105e-15,5.1588098283714834e-17
4173.733474739934,1.87687678034976e-15,4.96556488628358e-17
4176.483225737749,1.8807246392708995e-15,4.959820613237767e-17
4179.232972830187,1.8406436754815365e-15,4.913011454990126e-17
4184.73245504097,1.8394044662797034e-15,4.900542534436502e-17
4192.981647454599,1.8599219336028075e-15,4.8971524174140144e-17
4201.230801237519,1.8695531217295626e-15,4.904398188707734e-17
4206.730214771517,1.910208585615401e-15,4.937925142423488e-17
4209.47991464869,1.844635530003709e-15,4.8594174304860804e-17
4212.229609846672,1.8770910796854154e-15,4.896664711724853e-17
4214.979300300989,1.797375961986366e-15,4.8006565050037834e-17
4217.728985947162,1.8992363325749054e-15,4.900076335443267e-17
4220.478666720716,1.8505713251398305e-15,4.849304982061497e-17
4223.228342557178,1.871282551249619e-15,4.872588792815885e-17
4225.978013392073,1.7291703279746079e-15,4.7205238794710764e-17
4228.727679160931,1.825009776615827e-15,4.801069102693325e-17
4231.47733979928,1.8098925678479427e-15,4.7836989715742013e-17
4234.226995242652,1.8676597913342124e-15,4.859288059438277e-17
4236.976645426578,1.928387183212899e-15,4.9111598939069874e-17
4253.47443247171,2.0135080651813254e-15,4.98795070976498e-17
4258.973649822167,1.856425169838305e-15,4.8073798290226144e-17
4261.72324977022,1.9592293468883226e-15,4.9056555032388145e-17
4264.472843814215,1.9327589320119153e-15,4.868599135285419e-17
4267.2224318897,1.96879192534635e-15,4.9174947739101635e-17
4272.721589877326,1.8464818500704867e-15,4.8899483360231676e-17
4278.220723217497,1.865587101712281e-15,4.791724277877191e-17
4280.970280483667,1.800878866739736e-15,4.709257017783614e-17
4283.719831394632,1.8887509117208445e-15,4.793053391685441e-17
4291.968445351876,1.822162263605395e-15,4.717477538711166e-17
4294.717970197603,1.7926848817662348e-15,4.6695649215263796e-17
4297.467488365924,1.8550161305305474e-15,4.7375899389970254e-17
4302.966504412598,1.9161579332786782e-15,4.796754528618248e-17
4311.214976791207,1.840276063182428e-15,4.6964396887559824e-17
4313.964453541982,1.8715491548697673e-15,4.73290511887977e-17
4316.713923164331,1.808864269849976e-15,4.654520822289755e-17
4319.463385593829,1.7891286139371876e-15,4.630388985971378e-17
4322.212840766056,1.7992858095241876e-15,4.6233109669058844e-17
4324.962288616587,1.914572711117892e-15,4.743571447442519e-17
4327.711729081004,1.9540148003067883e-15,4.830664963265982e-17
4330.461162094889,1.950109766661709e-15,4.83328083923512e-17
4335.9600055134,1.992118365680786e-15,4.8649128876036377e-17
4338.7094157892,2.1010580258842403e-15,4.959838149466753e-17
4344.208213151835,2.016278921710031e-15,4.874524064577014e-17
4346.957600109853,2.451014981998275e-15,5.2242801812383204e-17
4349.706979166465,2.798852661678279e-15,5.5364654236052236e-17
4352.456350257267,2.664130377351588e-15,5.4192552542954396e-17
4357.955068283836,2.8672814888716387e-15,5.578354511569399e-17
4360.704415090806,2.9619600788586458e-15,5.651867706968212e-17
4363.453753674371,2.764254542156493e-15,5.473902445155388e-17
4366.2030839701365,2.7173352696257093e-15,5.4316831466906813e-17
4368.952405913712,2.6437626231019112e-15,5.3595265274964556e-17
4377.200320987403,2.4939758578083025e-15,5.2373205181590964e-17
4379.9496088783335,2.4271743926648553e-15,5.163527404840996e-17
4382.698888095145,2.4724574092997807e-15,5.206053421876837e-17
4390.946673057062,2.2189959288446137e-15,5.0105737686460605e-17
4393.695916933609,2.237218783913606e-15,5.176366571436799e-17
4396.445151814156,2.2094174685188253e-15,5.134839788580922e-17
4404.692801836108,1.9756531039773467e-15,4.678321124618621e-17
4415.689538683194,1.9131545662059513e-15,4.5948930115255026e-17
4418.438699278611,1.894274201811653e-15,4.5677942437860204e-17
4421.187850298779,1.9193969872689787e-15,4.612539090096974e-17
4432.184357339995,1.8491472509972592e-15,4.509585544080664e-17
4434.933459518713,1.6816234040299086e-15,4.336279294349984e-17
4440.4316339278685,1.6869655349491231e-15,4.349412937243856e-17
4443.180706029635,1.7428240755678736e-15,4.402246617328843e-17
4448.67881970589,1.749190904595029e-15,4.3869087035386395e-17
4451.427861151724,1.776920751584885e-15,4.420809212019023e-17
4454.17689225026,1.78411100251589e-15,4.440721103724399e-17
4456.9259129371785,1.827757339738483e-15,4.4617248738383457e-17
4459.674923148159,1.7415838075748565e-15,4.780648991219596e-17
4467.921890282314,1.7506125435178769e-15,4.368380850434187e-17
4473.419814812983,1.7365378205498258e-15,4.351603973250386e-17
4476.168760817765,1.7438933487846637e-15,4.3545070463282023e-17
4481.666619984719,1.817899358540101e-15,4.438097948565871e-17
4484.415533018293,1.80414693160848e-15,4.42193450852434e-17
4487.164434932873,1.8716465636587016e-15,4.4888338986174235e-17
4495.411073319737,1.868901965151361e-15,4.472254883036146e-17
4498.159930115447,1.8885222128250858e-15,4.506924338613958e-17
4500.90877547073,1.860327027109832e-15,4.453426928805459e-17
