id_msa,ra,dec,z_spec,z_spec16,z_spec50,z_spec84,flag_zspec_qual,flag_successful_spectrum,flag_potential_local_background_issue,flag_emission_lines,flag_line_and_break,flag_break_strong_abs_features_only,flag_break_only,flag_stellar_bump_only,method_best_zfit,method_zuncert,texp_tot,masks,id_DR3,sep_DR3
14409,3.577958919831204,-30.40159894880162,5.135588,5.132430301793239,5.139079974642795,5.145739438516378,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,9.718025,"3,5,7",25664.0,0.010601569374084
14411,3.576619032908668,-30.40180125373854,3.985362,3.981588742981065,3.986990506031188,3.9923922690813103,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,25665.0,0.0052848232121787
14573,3.565413500879167,-30.39832137593697,1.690981,1.687365820237818,1.6902798531174643,1.693193885997111,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"1,5,7",25766.0,0.0080309525348398
14880,3.586331525730275,-30.40154576412095,1.82895,1.8408066293364285,1.8438921628475684,1.8469776968534677,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",26181.0,0.1511546111426596
14887,3.584825855337357,-30.39844319649285,3.057252,3.053135847519922,3.0575308469042266,3.0619258462885317,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",,
15161,3.582345339573114,-30.39760788989184,4.965578,4.951736585748943,4.963493665892456,6.805399813218083,2,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,26418.0,0.0574436306204765
15350,3.596723493710084,-30.39680981510287,1.345048,1.326568549148775,1.329835058478594,1.3331392397426405,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,"1,6",26618.0,0.0030279923787855
15383,3.583534552387626,-30.39667857268421,7.042226,7.031051492107511,7.039759926191883,7.048468360276256,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,9.426248333333332,"2,3,6",26651.0,0.003818370959641
15648,3.576752933792193,-30.39622287934884,0.497214,0.4798739218928355,0.4874898387738322,0.4962952182760164,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.9177766666666662,7,27037.0,0.0204807327778748
15719,3.577225353575009,-30.39592846401837,5.047264,5.045499221471634,5.052054631000392,5.058610040529151,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,5,27035.0,0.0053197366512774
15989,3.571727083234977,-30.395616262396,3.696915,3.6901195139590897,3.695205223679078,3.7002909333990655,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"5,6,7",27281.0,0.0037148515938321
16155,3.58295318947418,-30.39523246397209,6.87195,6.867101245062186,6.875631900443369,6.8841625558245525,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,16.720689999999998,"2,3,5,6,7",27427.0,0.0110659145773926
16365,3.558181543386677,-30.39469635300605,3.980876,3.9736912211317335,3.97908442073212,3.984477620140626,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,27656.0,0.0059730006881915
16385,3.592737888061081,-30.39474908417003,0.320325,0.2609503901038799,0.3103676302369123,0.3250424456751528,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,4.376664999999999,5,27688.0,0.0216250121285343
16388,3.568819256249635,-30.39552577240471,2.437367,2.4311581877761204,2.434878773598937,2.4385993343696937,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"1,5,7",27939.0,0.0239014150116127
16560,3.621827787322912,-30.39433727074947,4.181041,4.174938806216832,4.180552997161214,4.186164421471211,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,27930.0,0.0051164962225324
16594,3.597202696492125,-30.39432868826726,7.041422,7.031051492107511,7.039759926191883,7.048468360276256,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"1,5,6,7",27966.0,0.0052340131294272
16863,3.631389794646223,-30.39381459579425,5.133747,5.132444609691796,5.139094298056022,5.145743986420247,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,28261.0,0.0088257169401347
16915,3.561267754308021,-30.39368819832612,1.630848,1.6158504508484288,1.6186869363632053,1.6215234218780146,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,6.800248333333332,"3,4",28314.0,0.003218420943393
16987,3.632659348567927,-30.39363622622898,3.970784,3.965806219376899,3.97119086871948,3.97657551806206,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,spl+lines,2.6259999999999994,2,28380.0,0.0048904329948467
17089,3.626803309604352,-30.3932550693055,1.327061,1.3223896146365546,1.3249197620430109,1.3274380474999243,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,28495.0,0.0002550030918634
17201,3.562335390813489,-30.39300588012083,4.281478,4.274408101680007,4.280127382067226,4.2858466624544445,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,28633.0,0.0154642615530732
17378,3.556863231734695,-30.39258019997243,2.210754,2.204654564210728,2.2085680284003804,2.212379279936848,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,28792.0,0.0087809777727507
17420,3.566452615237157,-30.39241038006026,3.914086,3.910959594727135,3.9162920402438455,3.921619891748153,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,28848.0,0.004911525379862
17467,3.588786417591418,-30.39378262392643,3.987356,3.981588742981065,3.986990506031188,3.9923922690813103,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,29018.0,0.040105418993243
17475,3.588561978814628,-30.39249799635013,4.022892,4.021264852490113,4.026709638149718,4.032154424633264,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,9.718025,"3,5,7",,
17533,3.573532644517132,-30.39255107292058,1.360813,1.359524863983358,1.3620834298313431,1.3646419698921557,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,28935.0,0.0008570755690172
18023,3.566944483899502,-30.39134311591738,2.403845,2.3990595246854656,2.4036582973514853,2.407459699245212,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,29570.0,0.017545962487204
18045,3.588865982784674,-30.39179887128784,1.346455,1.3408807907594855,1.3434191141765048,1.3459574375935237,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,29574.0,0.0094399935372761
18113,3.563607128244524,-30.39234196139302,5.150331,5.142182152302138,5.148843358004821,5.155503854406414,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,29658.0,0.0568965380019046
18136,3.573028465469228,-30.39123077407129,0.231925,0.2243804095237006,0.2313270562048289,0.2335380720694365,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,11.671106666666663,"5,6,7",29687.0,0.0152973749744502
18391,3.584960249079553,-30.39135588051568,4.024902,4.021264853696136,4.026709639356091,4.032154425016046,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"5,6,7",29940.0,0.0133592224461115
18407,3.562749052812184,-30.39094895761764,3.978884,3.957935738025433,3.963316186662633,3.968692306378676,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,9.426248333333332,"2,3,4",29930.0,0.0106785025801663
18471,3.586734331113893,-30.39077691529309,2.211075,2.204878130529865,2.208353325524642,2.211828520519419,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,30052.0,0.0130461382827852
18708,3.580934582402668,-30.39078091939757,0.293699,0.2870953382340853,0.2885150769744217,0.2899107590243291,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",30351.0,0.0034262121733056
18840,3.572669795180386,-30.38972139140361,5.299724,5.2901131841692814,5.296933839733676,5.30375449529807,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,30452.0,0.0156984028665141
18851,3.633715395180693,-30.38968132735698,1.582624,1.5991625327902914,1.6032426095323886,1.6089494062606704,2,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,30440.0,0.0017134615971032
18924,3.581044323249695,-30.3895606891702,7.68681,7.680324084107461,7.6897365539679425,7.699149023828424,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,16.720689999999998,"2,3,5,6,7",30500.0,0.0157279113221049
19007,3.555707505530983,-30.39034508071001,3.203452,3.2037651368843747,3.208323470452117,3.212887787904508,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,30595.0,0.0133705227190585
19025,3.623700753761731,-30.3893629899024,7.55577,7.543742567200225,7.553143513004843,7.562415734590402,2,1,0,0.0,1.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,30616.0,0.0068358645170276
19037,3.585985402922463,-30.38937233098557,2.335684,2.332446697071444,2.3398191729897424,2.3536594060312117,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,7.294441666666666,"6,7",30637.0,0.0061084345997525
19179,3.591432469439992,-30.38951036624599,1.368616,1.3670239880620876,1.3695906597359553,1.372157331409823,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,30804.0,0.0075839183705137
19217,3.577502972638572,-30.38900059404176,3.056847,3.05322522686607,3.058259705403101,3.062808214813082,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,14.297106666666664,"2,5,6,7",30852.0,0.0019894180032341
19283,3.640955656367929,-30.38892009874826,1.282122,1.2930927774905427,1.2955792821942846,1.298065787860976,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,30915.0,0.0033512188182976
19365,3.587123978554278,-30.38876510218637,4.299465,4.291171436108553,4.296908893741062,4.3026463513735695,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,9.920441666666663,"2,5,7",31011.0,0.0620671680213714
19371,3.58806647655981,-30.38866119280857,0.27453,0.272041328485402,0.2755399395531602,0.2803379098899777,2,1,0,0.0,0.0,0.0,0.0,1.0,templ,templ,11.671106666666663,"5,6,7",31012.0,0.0045022049810284
19425,3.570316257144257,-30.38856368935933,3.787967,3.781781574999455,3.788379944153938,3.794396314594077,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,5.0495833333333335,"2,3",31143.0,0.0071051927209046
19436,3.561881502034278,-30.38875517366881,4.311137,4.3079880484359165,4.313743741085362,4.319499433734806,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,31096.0,0.0156375126124814
19563,3.573781468658007,-30.38836689329941,4.161504,4.153720069077085,4.16123577732561,4.170422872982855,2,1,1,0.0,0.0,0.0,1.0,0.0,manual/templ,manual/templ,7.294441666666666,"5,7",31249.0,0.0108408088428829
19896,3.580023807484358,-30.38780642480901,2.32512,2.323989987664368,2.327594341058582,2.3311986944527967,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,31608.0,0.0374918383282786
19958,3.572119989641448,-30.38750434944529,2.50856,2.507784727348973,2.5115883777315293,2.515681621173252,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,5.0495833333333335,"2,3",31710.0,0.0167229809915016
19981,3.576805522493503,-30.38798120823639,1.359161,1.3557841980803178,1.3583386819391436,1.3608931657979697,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,31703.0,0.0089367364604981
19985,3.576934538791833,-30.38756872789435,3.064561,3.059571946603353,3.063974547166876,3.068376526292401,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.002664999999999,"2,6",31708.0,0.0504886009632457
20071,3.629327906297434,-30.38754369535286,5.135588,5.13244460184926,5.139094290211208,5.145743983931088,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,31810.0,0.0037818333324529
20100,3.565565558688578,-30.38896899346685,0.222597,0.2194629844949785,0.2280165908318473,0.2576352276840039,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,4.376664999999999,4,31848.0,0.019751699219866
20129,3.5642139013699,-30.38725451483703,3.736875,3.723566627069309,3.7361439288209297,3.7434684127106377,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,2.423583333333333,3,32541.0,0.0353603793834991
20300,3.567335468466714,-30.38690962384197,0.236244,0.2373802172002958,0.2536414854831947,0.25537503900657,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,5.0495833333333335,"2,3",32058.0,0.0115202648163973
20466,3.640408392504773,-30.38643760620369,8.503934,8.486867414819637,8.497154456265001,8.50744149771036,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,32209.0,0.000993550709287
20513,3.568250327788409,-30.38662800438834,2.187949,2.184602894705166,2.188056104926124,2.191509452900611,3,1,1,1.0,0.0,0.0,0.0,0.0,manual/templ,manual/templ,4.376664999999999,4,32291.0,0.0111163726725766
20574,3.61138002386694,-30.38643598388654,0.134143,0.1306876803195627,0.1324940863959552,0.1343722270605745,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,7.294441666666666,"5,7",32318.0,0.0008606639609524
20616,3.611991468606265,-30.38624136499828,3.244303,3.035737136296329,3.2435232967019942,3.252714532115298,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,7.294441666666666,"1,5,7",32361.0,0.0024610894694892
20879,3.585735235909187,-30.38577120682226,3.058875,3.0531358470528125,3.057530846441405,3.0619258461461096,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",32662.0,0.0482838752614425
20972,3.63057855727696,-30.3855349837732,5.610808,5.607223714778157,5.614388229821154,5.621553249950985,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,32729.0,0.0016557641435814
21111,3.582498880226519,-30.38546129981444,3.056035,3.053135687719105,3.057530687053163,3.061925795567789,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,32864.0,0.007658408902024
21129,3.631268994743258,-30.38519377538393,2.510315,2.5026634501325566,2.5064615472815297,2.510259644452798,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,32886.0,0.0051600672877862
21164,3.567705021068095,-30.38511072539416,4.44069,4.43582805423938,4.441722369616579,4.447616684993693,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,32918.0,0.0043441493475654
21527,3.567135387868977,-30.38440923903778,5.053919,5.04741013932159,5.055755075874879,5.06336476673753,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,33323.0,0.0055215918191273
21610,3.581083088270726,-30.38444289544822,0.229832,0.2224298400963691,0.2313489061287713,0.2440533175547541,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,2.6259999999999994,2,33358.0,0.0040143793606804
21651,3.570808762989056,-30.38418295058591,1.44875,1.4440729784105368,1.4487946212821037,1.4551499846659597,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,7.002664999999999,"2,4",33400.0,0.0065180003588913
21749,3.570601023784061,-30.3840005835857,0.292111,0.270384850053839,0.2821726456286909,0.3019626795638224,2,1,0,0.0,0.0,0.0,0.0,1.0,templ,templ,2.423583333333333,3,33494.0,0.0068399771002872
21834,3.602081181334115,-30.38428236177805,2.674826,2.6734146978233277,2.6773979483095176,2.681381198795708,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,33588.0,0.0366365245089147
21858,3.607154252134269,-30.38382430998405,3.059687,3.053497807957926,3.058499348978156,3.0628953974157342,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,33615.0,0.0016234277616585
21954,3.546122501941957,-30.38366804142936,1.228386,1.2241891116195134,1.2298843433238127,1.2357912521189862,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,4.376664999999999,4,33713.0,0.0058988938088286
22028,3.62289825704358,-30.38362728727651,3.548083,3.543629149463288,3.5485560130241574,3.5534828765850266,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,33786.0,0.0040212939266694
22043,3.569327118467204,-30.38423508418339,0.297067,0.2911744943008882,0.2925745734793235,0.2939746526577587,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,34081.0,0.0159843351726575
