SOURCE_ID,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,phot_bp_rp_excess_factor
661319552204833024,130.23705952593772,19.934796232239023,5.405469813822776,0.021550376,-35.793764522902265,-13.137845381527683,8.654234,8.7974825,8.390786,0.40669632,0.88735795,1.1721064
661322060465742336,130.04755306468905,19.971074389320254,5.378440904619187,0.04169239,-35.154365209678474,-13.462606199818818,6.5987887,6.592861,6.5722966,0.020564556,0.9875936,1.1605196
661325393360354688,130.06316804114059,20.087152329300128,5.525359351104553,0.08079709,-36.0201383899316,-13.362356363318398,16.74929,18.566378,15.463206,3.1031713,1.0780414,1.5121158
661353224747228544,130.71767943361036,19.862701529671103,5.442199621075023,0.058040634,-37.18566666681237,-11.046057104435,15.8287115,17.255033,14.654721,2.6003122,1.2756537,1.4360598
661402084295115904,130.3582623861719,19.987460243395883,5.393842431287994,0.08012407,-37.12834387863997,-13.425928670112347,16.831366,18.426643,15.603331,2.8233128,1.0167531,1.4713073
661412495295816960,130.58987771731606,20.181591600009618,5.433185374510541,0.027021062,-37.71423843453134,-14.338563545333766,9.132437,9.320239,8.800689,0.5195503,1.1312207,1.1813885
662849209099669120,128.83041954916692,19.761391164384886,4.9862137469853876,0.12727603,-34.85821418276966,-12.51288558080125,17.279615,18.9963,16.03195,2.9643497,0.97771794,1.4774525
664281494793527936,129.41944515706314,19.518362416430154,5.321969618575997,0.03395515,-35.13959812863525,-12.634138047875968,8.210679,8.316782,7.9965906,0.32019138,1.0443766,1.1703824
664328915529295232,130.00523332516343,20.13557012524279,5.417711230718467,0.015742246,-35.78477663983209,-13.823968487366635,9.571775,9.786208,9.205545,0.5806627,0.7806612,1.1850451
664363099173064448,129.3551128969942,20.109645828842698,5.916733450220391,0.307351,-36.17001553201249,-12.677710730096354,18.985899,20.885838,17.619646,3.2661915,0.97862625,1.6075749
664409175581692288,129.1740777850248,20.41103935777181,5.275959360580877,0.020112492,-34.36102684802846,-13.078512610500157,12.587242,13.10623,11.919379,1.1868505,1.0071468,1.2283266
