SOURCE_ID,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_n_good_obs_al,dist_pc
2153691048271651328,282.890045630526,57.75791058522976,10.964441455055866,0.009699771,11.328765,1.5241718,0.8693701,0.08775916,12.458226,419,91.20391623222041
2154583267597156736,281.9420787775065,58.75518917106089,11.190499127341534,0.035655417,11.852178,1.5192842,4.527198,0.40040675,222.40663,314,89.3615189653801
2154861821996560000,280.1490251188446,59.51487811008048,35.80952850213888,0.01594601,11.25684,2.256198,1.1535434,0.17121197,46.933796,307,27.92552825542706
2155327877487388160,283.6265095455423,58.735225595645595,11.698785523722547,0.014854133,7.5981784,0.5315094,0.9122011,0.10958196,8.865592,314,85.47895830487886
2157065273362367488,280.2555752249109,62.43540536964913,29.001124726329675,0.0102231195,10.123015,1.5956154,0.9836987,0.0712995,6.601802,307,34.48142130474393
2157404816296122752,278.145189559882,58.673753691261965,11.362734337801967,0.008714334,11.773065,1.5337954,0.9994109,0.07513556,9.450544,399,88.00698584258569
2159053366479085184,272.4714577520907,61.88113889485625,13.50474860569037,0.087083995,7.1146274,0.71703434,5.337118,0.98769194,916.16986,304,74.04802778621435
2159653734187847168,279.221105723876,61.70147427518876,21.763384729404052,0.017230444,8.459288,0.93735075,1.0325273,0.120780334,9.64655,273,45.94873510869479
2159949949492191104,276.825660721716,62.76578197813369,11.894341530951728,0.0157283,10.894985,1.4989719,1.4711598,0.16168486,34.59501,350,84.07359057227146
2163456841851253632,315.34427449710694,45.560031191053035,11.059436949067228,0.009478964,10.652292,1.091382,0.8398377,0.027898636,1.0416595,405,90.42051639747733
2163902315855577216,315.4114883528512,47.5018047068567,14.09113053433284,0.027583478,11.606472,,1.4473264,0.25359893,73.92847,293,70.96662667083483
2164802575358048128,320.78532619944104,48.51881153511588,10.638249056430743,0.2632127,7.6966515,0.5912485,14.28149,2.9242432,6596.1313,396,94.00043133935723
2165988433002729600,317.96174223781236,49.47324710496892,11.215191458971278,0.010274577,10.506243,1.0354471,0.8211712,0.052621562,3.6210008,384,89.16477294732923
2167419241231892096,310.61898426023964,47.39684045384061,11.802796312752825,0.031023996,8.218876,0.8117471,1.9834682,0.34190494,96.52637,416,84.72568478704561
2167838116496423936,310.1272548307387,48.919227498642535,11.540762415765492,0.009978219,11.961061,1.4472828,1.0013736,0.06482903,5.344936,375,86.64938796711816
2169506526605133824,317.37776939685597,51.83501076030652,12.70496675073547,0.0107355025,10.092467,1.0245934,0.91164017,0.068418846,6.5280347,379,78.70937560242821
2169915922896284544,312.1778716857487,50.94379232444573,11.282541346979578,0.090276994,10.395062,1.1649351,7.794166,1.0323069,1627.6167,358,88.63251365506474
2170585937789208320,314.0981822834225,53.25818237759745,10.434997562998612,0.011865875,10.898087,1.1027565,0.9292078,0.08879576,10.150073,368,95.83135922771015
2173984665674513408,328.6472522698667,54.75398004996326,14.02146195077651,0.013345201,11.241523,1.3705454,0.9574286,0.10832952,17.027205,386,71.3192392855026
2175169045857424384,326.4955630184367,56.36461811645635,10.395068044617618,0.013069388,11.214009,1.1264353,0.84086967,0.104572564,14.272896,332,96.19946648812773
2176428914377155200,317.4663000832145,53.74215697173978,10.427582858613615,0.01782646,8.318124,0.6131668,0.94898665,0.11417972,9.585844,303,95.899501692663
2178837257167184896,321.930676174245,57.32148691123143,12.064256585368511,0.65684706,8.115089,0.7858424,30.927307,7.0234003,26019.742,310,82.88948373435596
2180684745940073984,308.4617711969798,51.36040707118728,10.23098078337934,0.009607988,9.5731945,0.80250263,0.8938414,0.060471684,5.107299,376,97.74233977885504
2183386933202723072,310.173360916517,54.72662931751026,10.298631352474484,0.012576837,10.359023,0.9312391,1.0513531,0.094466485,11.7852545,298,97.10028117083023
2187643589383208960,304.9646926962777,56.19692011230954,12.446996475897814,0.012003839,8.8500805,0.72893906,0.9602872,0.08950027,9.38189,347,80.34066707871138
2187656336846539648,304.87417501914706,56.50937016236976,11.91474878497163,0.014604959,8.87716,0.7044306,0.8863092,0.085787825,7.5054545,306,83.9295916386693
2207540867196525952,348.18025599894645,63.27680711693826,17.29002881676173,0.012495517,9.427265,0.9551592,0.9823627,0.070978425,6.0247736,353,57.83680354717253
2208153123374753152,344.58957845929086,63.94477862800289,15.242284551765383,0.1181261,10.723299,1.5301352,9.843027,1.3067963,1998.9182,392,65.6069630903314
2209519541448471168,352.87242331392133,65.64673423578891,16.471842505217907,0.012831348,8.563668,0.7779064,0.8628183,0.07234303,5.4148936,360,60.70966254583983
2209691237061928064,356.3432102953661,65.963297594673,10.485778940521044,0.014664206,10.969362,1.1146317,0.93679994,0.09968212,12.237772,351,95.36725937790078
2224787153751494016,338.1024071467608,66.6659856385444,14.949490611378025,0.013057297,8.743327,0.9054136,1.010777,0.09719757,11.294183,362,66.89191130291103
