tjd,aperture_difference_flux,scaled_aperture_flux,mit_difference_flux,residual
1327.657338783425,-1.9649162292480469,-2907.29404319008,-4581.032972345587,1673.7389291555069
1327.6781723968757,-0.9885749816894531,-1071.8478305986996,-4838.49232494957,3766.64449435087
1327.6990060102094,-2.973642349243164,-4803.621317200824,-6588.64026650415,1785.0189493033258
1327.7198396234276,-3.007415771484375,-4867.112745114873,-7446.255542264801,2579.142797149928
1327.7406732365855,-2.08160400390625,-3126.658056118625,-6859.292945484566,3732.634889365941
1327.761506849628,-1.9653968811035156,-2908.197631592087,-7800.740399252115,4892.542767660028
1327.7823404625547,-4.159137725830078,-7032.261154391006,-7684.23148750092,651.9703331099136
1327.803174075422,-4.306921005249023,-7310.082316993847,-5756.838398911902,-1553.2439180819447
1327.824007688116,-2.647979736328125,-4191.400732490098,-5132.113033752324,940.712301262226
1327.8656749133288,-3.159820556640625,-5153.621981916379,-4228.04724814707,-925.5747337693092
1327.886508525731,-1.8584918975830078,-2707.2245111789966,-4183.796543711947,1476.5720325329507
1327.907342138075,-1.6989707946777344,-2407.337146092219,-5111.379551581214,2704.0424054889954
1327.9281757502454,-2.6658496856689453,-4224.994858436149,-6784.854127467972,2559.859269031823
1327.9490093623572,-3.499998092651367,-5793.129502100415,-8322.42679750927,2529.2972954088546
1327.969842974352,-4.918161392211914,-8459.167082222511,-7176.773030931243,-1282.3940512912686
1327.9906765862306,-2.789112091064453,-4456.718669863579,-6176.544237831253,1719.825567967674
1328.0115101980505,-1.969024658203125,-2915.017572626284,-6640.488238841372,3725.4706662150875
1328.0323438096962,-2.556507110595703,-4019.4392539843084,-5190.282199189551,1170.8429452052424
1328.053177421225,-1.6384315490722656,-2293.5280354584615,-5492.240845288578,3198.712809830117
1328.074011032697,-2.6508216857910156,-4196.743378200378,-7277.942958031025,3081.199579830647
1328.094844643993,-4.077272415161133,-6878.360686920574,-6110.907412394902,-767.453274525672
