pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_radj,pl_bmassj,st_mass,st_teff
WASP-73 b,WASP-73,2014,Transit,4.08722,0.0,,,1.42,2.86,2.52,6030.0
HATS-39 b,HATS-39,2018,Transit,4.5776348,0.275,,,1.57,0.63,1.379,6572.0
WASP-70 A b,WASP-70 A,2014,Transit,3.7130203,0.0,,,1.164,0.59,1.106,5763.0
NGTS-39 b,NGTS-39,2026,Transit,58.20472,0.386,0.019,-0.019,1.088,1.467,1.16,6053.0
TOI-3486 b,TOI-3486,2025,Transit,2.21778105,0.078,,,0.943,0.312,0.837,4930.0
WASP-14 b,WASP-14,2008,Transit,2.24375,0.09,0.0,0.0,1.38,8.84,1.62,6475.0
WASP-180 A b,WASP-180 A,2019,Transit,3.409264,0.0,,,1.24,0.9,1.3,6600.0
TOI-2374 b,TOI-2374,2024,Transit,4.3136193,0.13,,,0.668,0.194,0.802,5002.0
TOI-1855 b,TOI-1855,2024,Transit,1.36414864,0.033,0.038,-0.023,1.65,1.133,0.987,5359.0
WTS-2 b,WTS-2,2014,Transit,1.0187068,0.0,,,1.363,1.12,0.82,5000.0
TOI-2818 b,TOI-2818,2023,Transit,4.039709,0.0,,,1.363,0.71,0.977,5721.0
TOI-3321 b,TOI-3321,2024,Transit,3.6525145,0.054,0.057,-0.038,1.388,0.554,1.041,5850.0
HAT-P-55 b,HAT-P-55,2015,Transit,3.5852313,0.17,,,1.324,0.596,1.028,5804.0
WASP-62 b,WASP-62,2012,Transit,4.41195,0.0,,,1.32,0.52,1.11,6230.0
HATS-45 b,HATS-45,2018,Transit,4.1876244,0.24,,,1.286,0.7,1.272,6450.0
HATS-37 A b,HATS-37 A,2020,Transit,4.3315366,0.0,,,0.606,0.099,0.843,5326.0
K2-139 b,K2-139,2017,Transit,28.380619,0.12,0.12,-0.08,0.81273976,0.387,0.96,5370.0
Kepler-817 b,Kepler-817,2016,Transit,3.990106229,0.0,,,0.80560264,0.189,1.03,5861.0
K2-140 b,K2-140,2017,Transit,6.569188,0.0,,,1.21,0.93,0.96,5585.0
KELT-7 b,KELT-7,2015,Transit,2.73477,0.0,,,1.6,1.39,1.76,6768.0
WASP-28 b,WASP-28,2014,Transit,3.40883495,0.0,,,1.219,0.889,0.993,6084.0
WASP-113 b,WASP-113,2016,Transit,4.54216874538,0.0,,,1.409,0.475,1.318,5890.0
Kepler-5 b,Kepler-5,2009,Transit,3.5484657,0.0,,,1.426,2.111,1.374,6297.0
WASP-172 b,WASP-172,2018,Transit,5.477433,0.0,,,1.57,0.47,1.49,6900.0
WASP-18 b,WASP-18,2009,Transit,0.94145223,0.0051,0.007,-0.0037,1.24,10.2,1.294,6432.0
TOI-2714 b,TOI-2714,2024,Transit,2.499387,0.164,,,1.22401852,0.71736822,1.07,5665.0
TIC 245076932 b,TIC 245076932,2026,Transit,21.61389,0.428,0.022,-0.019,0.97,0.51,1.117,6130.0
CoRoT-1 b,CoRoT-1,2008,Transit,1.5089557,0.0,,,1.49,1.03,0.95,5950.0
TOI-3714 b,TOI-3714,2022,Transit,2.154849,0.03,0.03,-0.02,1.01,0.7,0.53,3660.0
HATS-10 b,HATS-10,2015,Transit,3.312846,0.501,,,0.969,0.526,1.101,5880.0
WASP-2 b,WASP-2,2007,Transit,2.152175,0.0054,0.009,-0.0044,1.081,0.931,0.895,5180.0
Kepler-56 c,Kepler-56,2012,Transit,21.40239,0.0,0.01,-0.01,0.874,0.57,1.32,4840.0
WASP-145 A b,WASP-145 A,2018,Transit,1.7690381,0.0,,,0.9,0.89,0.76,4900.0
TOI-5344 b,TOI-5344,2023,Transit,3.792622,0.054,,,0.946,0.412,0.612,3747.0
TOI-2382 b,TOI-2382,2025,Transit,4.6612061,0.18,,,1.093,0.74,1.26,6033.0
WASP-136 b,WASP-136,2016,Transit,5.21536178778,0.0,,,1.5,1.51,1.41,6250.0
WASP-187 b,WASP-187,2020,Transit,5.147878,0.0,,,1.64,0.8,1.54,6150.0
WASP-169 b,WASP-169,2019,Transit,5.6114118,0.0,,,1.304,0.561,1.337,6110.0
WASP-83 b,WASP-83,2015,Transit,4.971252,0.0,,,1.04,0.3,1.11,5510.0
HAT-P-8 b,HAT-P-8,2008,Transit,3.07634,0.0,,,1.4,1.28,1.27,6200.0
K2-295 b,K2-295,2018,Transit,4.024867,0.0,,,0.897,0.335,0.74,4444.0
TOI-2567 b,TOI-2567,2022,Transit,5.983944,0.0,0.048,-0.052,0.975,0.201,1.13,5611.0
Qatar-9 b,Qatar-9,2019,Transit,1.540731,0.0,,,1.009,1.19,0.719,4309.0
WASP-44 b,WASP-44,2011,Transit,2.423804,0.0,,,1.1,0.87,0.935,5420.0
HATS-46 b,HATS-46,2018,Transit,4.7423729,0.559,,,0.903,0.173,0.917,5495.0
TOI-6894 b,TOI-6894,2025,Transit,3.37077196,0.029,0.03,-0.03,0.855,0.168,0.207,3007.0
NGTS-9 b,NGTS-9,2019,Transit,4.43527,0.06,0.076,-0.052,1.07,2.9,1.34,6330.0
WASP-5 b,WASP-5,2008,Transit,1.6284279,0.038,0.026,-0.018,1.087,1.58,0.96,5700.0
HD 195019 b,HD 195019,1998,Radial Velocity,18.20132,0.01,0.0,0.0,1.16,3.98,1.21,5751.0
HD 75289 b,HD 75289,1999,Radial Velocity,3.50927,0.03,0.03,-0.03,1.27,0.49,1.29,6117.0
