id,z_phot,f_f444w,e_f444w,mu,mu_low_68,mu_high_68,intrinsic_f444w_proxy
49872,6.095512,1.365169,0.2704152,1.398161,1.396696,1.413443,0.976403289749893
50157,10.59706,0.4168186,0.08025624,1.641023,1.637468,1.678486,0.253999243155032
50164,6.846109,1.357105,0.2512734,1.906926,1.868902,1.963854,0.7116715593578357
50179,7.013599,0.9961708,0.1848502,1.651641,1.651546,1.690152,0.6031400286139664
50181,7.93448,2.195442,0.2040307,1.658954,1.655974,1.693573,1.3233893164005752
50218,7.79269,0.5671243,0.1031378,1.571023,1.529521,1.590761,0.3609904501716398
50230,11.73687,0.695559,0.1171884,1.48669,1.417296,1.494368,0.4678574551520492
50244,7.307778,0.5753969,0.0845238,1.446786,1.379561,1.453118,0.39770698638222934
50264,6.835903,2.211259,0.2446536,1.591242,1.568393,1.615763,1.389643435756472
50352,10.6803,1.620176,0.2472762,1.654282,1.65469,1.69052,0.9793832006876699
50366,6.240055,0.8103173,0.1177192,1.364413,1.307707,1.366277,0.5938944439843361
50408,6.464312,1.8952,0.08131124,1.401116,1.340163,1.403211,1.3526360415554457
50432,9.243546,1.23687,0.0935386,1.513071,1.457222,1.519706,0.8174566824689653
50437,7.618737,4.056213,0.3777722,1.447903,1.44647,1.46928,2.8014397373304702
50529,7.890994,3.157075,0.2977417,1.576246,1.549824,1.601489,2.002907541081785
50532,6.7835,3.869482,0.7365021,1.386529,1.387211,1.4031,2.7907688912384816
50600,6.826053,1.717083,0.2647537,1.62292,1.617833,1.65591,1.0580207280703917
50616,7.960079,1.878391,0.2455499,1.654106,1.644708,1.691993,1.1355928821973924
50684,7.835388,1.244607,0.181965,1.494541,1.437348,1.503828,0.8327687229724712
50741,6.113592,0.6863467,0.09874381,1.399173,1.341343,1.410843,0.49053741031309206
50814,10.10483,0.4463359,0.0818971,1.576028,1.561536,1.599041,0.2832030268497768
50981,6.82083,1.004148,0.1915016,1.660371,1.649331,1.697566,0.6047732705521839
51026,6.732074,9.254528,0.8021906,1.690266,1.684313,1.726587,5.475190295491952
51182,8.871269,0.6395536,0.1170645,1.542939,1.518681,1.556987,0.4145034897685521
51183,12.75644,1.254384,0.1120179,1.520972,1.4858,1.534871,0.8247252414903101
51185,7.965343,8.334463,1.448283,1.610616,1.601128,1.637101,5.174705205958465
51209,7.330374,1.634566,0.2482417,1.512381,1.482472,1.522366,1.0807898274310508
51212,8.40257,0.6079052,0.08589957,1.469337,1.418101,1.480428,0.4137275519503015
51270,9.380001,0.455085,0.08613089,1.495558,1.455333,1.513365,0.3042911073993787
51274,6.46377,1.543302,0.1003215,1.40405,1.351035,1.41202,1.0991788041736406
51275,6.86579,0.5324176,0.1058048,1.583816,1.577922,1.62158,0.33616127125878265
51276,8.108159,2.392054,0.1630604,1.586418,1.58282,1.61866,1.5078333705240357
51307,12.82442,0.7202849,0.1348907,1.486863,1.443742,1.501889,0.48443259399151095
51312,8.483133,0.7157971,0.1026169,1.562526,1.55635,1.588813,0.4581025211740476
51333,7.833648,1.236628,0.2102519,1.449278,1.399618,1.455922,0.853271767045384
51339,6.163372,1.140457,0.198048,1.611666,1.599231,1.648755,0.7076261458639693
51356,7.313126,0.4379424,0.08180675,1.469,1.424056,1.475902,0.2981228046289993
51371,6.146942,3.484006,0.1393647,1.545335,1.540599,1.571018,2.25453121815011
51503,8.583211,0.7184748,0.1207972,1.540381,1.526819,1.570884,0.46642668274926785
51518,6.619121,0.5367431,0.09762864,1.376537,1.319734,1.380245,0.3899227554362869
51564,6.717657,1.583205,0.2423459,1.796165,1.773927,1.850559,0.8814362823014589
51590,7.970656,1.365733,0.2037262,1.824578,1.521701,6.622783,0.7485199317321595
51678,7.306733,3.351789,0.1956789,1.377869,1.322964,1.381396,2.4325890197108726
51688,6.068573,0.5706305,0.09893868,1.483239,1.455107,1.494271,0.3847191855122472
51753,7.271194,1.626646,0.1127699,1.375846,1.326433,1.38315,1.182287843261528
51792,7.34582,3.877625,0.5526859,1.68829,1.669363,1.73408,2.296776620130428
51886,6.90932,0.5732285,0.1073496,1.426223,1.381334,1.43215,0.4019206673851144
51926,8.13749,4.250416,0.8494183,1.643962,1.626456,1.678225,2.585470953708176
51991,7.914534,3.011083,0.4831433,1.593763,1.576763,1.628605,1.8892915697001373
52010,7.932165,3.04269,0.2910471,1.535737,1.528048,1.562363,1.9812572074515364
52049,9.211375,0.6491868,0.08054831,1.52466,1.512145,1.548833,0.4257911927905238
52106,6.641133,3.705786,0.1248074,1.402166,1.345446,1.40406,2.6429010545113774
52155,6.710379,1.778382,0.3274814,1.442043,1.407024,1.447092,1.2332378438090958
52252,6.483697,3.300777,0.3575327,1.538724,1.528951,1.568157,2.14513908927137
52284,6.736821,0.8382992,0.1562773,1.393123,1.34337,1.400488,0.6017409805164369
52321,7.216084,0.8877654,0.08796165,1.374168,1.322157,1.371125,0.6460384756448994
52328,6.958253,0.7275165,0.1085398,1.396882,1.348546,1.404723,0.5208145713095308
52350,6.509017,1.150538,0.1175716,1.404223,1.36132,1.408029,0.8193413724173441
52357,7.329823,16.00182,0.2626416,1.36086,1.316093,1.364269,11.758608526960892
52425,6.300884,1.902343,0.2608178,1.785008,1.755231,1.83579,1.0657335989530579
52504,9.324676,1.093046,0.1737374,1.422029,1.384622,1.428646,0.7686523973843009
52505,6.176344,1.390675,0.1161168,1.386931,1.343645,1.390624,1.0026994854105937
52507,9.518096,0.4192513,0.0827135,1.389828,1.344899,1.394332,0.3016569676247708
52526,7.320299,2.527356,0.1557698,1.353449,1.307877,1.359022,1.8673448353059483
52569,6.006352,1.606255,0.08112473,1.498653,1.492088,1.523566,1.0717991422964488
52613,6.065116,1.276346,0.1263052,1.37484,1.332626,1.379138,0.9283596636699543
52793,10.52121,0.9367241,0.1668685,1.386866,1.345513,1.392011,0.6754250951425732
52844,7.008381,6.645365,0.433334,1.416629,1.384532,1.42353,4.690970606983198
52933,6.513891,4.37965,0.1257383,1.465007,1.450552,1.482875,2.989507899962253
52942,6.745219,4.275859,0.3770263,1.790029,1.773692,1.846969,2.3887093449324004
52987,6.757754,1.828064,0.2870557,1.480365,1.471283,1.50435,1.2348738317914838
53118,6.028899,2.958376,0.09588035,1.428477,1.411997,1.439221,2.071000093106154
53125,7.196021,0.9171536,0.1241952,1.382758,1.348932,1.389214,0.6632784623195093
53149,6.027017,1.58707,0.1127293,1.474687,1.465105,1.496156,1.0762080360103534
53248,6.58732,0.6745847,0.11418,1.474441,1.468205,1.497788,0.4575189512499992
53259,7.186285,0.9434153,0.18458,1.439877,1.426018,1.456382,0.6552054793569172
53276,7.902747,2.794524,0.4843668,1.452777,1.441484,1.471381,1.923573955259479
53317,6.603765,8.093589,0.1387088,1.370181,1.334226,1.374638,5.906948789977382
53327,6.570295,1.223135,0.1236772,1.425032,1.406217,1.434586,0.8583210762986375
53346,11.64583,2.774766,0.3902143,1.416045,1.38998,1.422854,1.9595182356492908
53351,8.748177,0.4761482,0.09088726,1.453907,1.444291,1.473878,0.32749563761643624
53360,10.6049,1.519639,0.2866342,1.412764,1.38515,1.418442,1.0756495777072463
53368,6.269566,3.378553,0.1107873,1.34739,1.307646,1.351348,2.507479645833797
53488,7.318454,0.4626322,0.0849796,1.391526,1.363042,1.399513,0.33246392809045605
53491,6.588864,0.667912,0.09771141,1.347575,1.310454,1.349896,0.49563994582861803
53537,7.206561,3.052983,0.5373341,1.482044,1.477188,1.508669,2.059981350081374
53602,8.031085,4.187795,0.8336834,1.549713,1.543762,1.582492,2.702303587825617
53611,9.990633,0.5298663,0.08290783,1.406324,1.382502,1.418433,0.3767739866488804
53778,8.832582,3.538546,0.6457585,1.466078,1.457006,1.486989,2.413613736786174
53779,7.21392,0.9498715,0.139289,1.431094,1.418601,1.446975,0.6637380214018086
53902,6.309615,0.7122989,0.1121327,1.444854,1.434039,1.465524,0.4929902260020735
53933,12.82191,0.6350113,0.08428667,1.385428,1.355743,1.390217,0.45835027154063573
54038,9.420935,3.604037,0.2039808,1.411904,1.394465,1.424786,2.5526076843751415
54122,7.961313,0.8272845,0.1410204,1.423758,1.413419,1.440797,0.5810569633322517
54132,13.48557,0.4699628,0.08232562,1.41169,1.391671,1.421767,0.3329079330447903
54232,6.160563,0.9754292,0.08539918,1.407849,1.395644,1.423858,0.6928507247581239
54380,9.288512,1.406148,0.09267769,1.408545,1.39745,1.420162,0.9982982439325687
54560,6.997814,2.585884,0.08192127,1.341541,1.311284,1.349287,1.9275474994800754
54561,7.312743,0.5763216,0.08257741,1.341617,1.311629,1.342547,0.4295723742319902
54565,6.567042,4.179982,0.2828472,1.572567,1.55833,1.611435,2.65806289970475
54703,9.210291,0.4177376,0.08302276,1.381841,1.365262,1.388855,0.3023051132510904
54807,6.04212,1.03342,0.1783223,1.318659,1.288781,1.322308,0.7836900972882299
54811,6.810246,1.118308,0.1432165,1.388627,1.375303,1.399872,0.8053336137062005
54867,6.116551,14.95261,0.2116236,1.398492,1.388332,1.418182,10.691952474522557
54877,7.088823,0.5070589,0.08031822,1.397081,1.386317,1.412306,0.3629416619365663
54888,8.627286,0.659741,0.09860329,1.375187,1.35246,1.384866,0.4797463908544802
54931,9.566216,0.6442584,0.08257852,1.359092,1.337606,1.36245,0.474035900439411
54953,6.647239,0.5923804,0.08283536,1.391238,1.377255,1.404109,0.4257937175379051
55125,6.360061,2.255627,0.1533176,1.266346,1.231678,1.268602,1.781209085036791
55160,6.202533,0.9450535,0.08454618,1.414984,1.411094,1.435217,0.6678898842672426
55166,7.859467,0.4554134,0.08275438,1.341626,1.316186,1.347851,0.3394488478905448
55276,6.169933,3.374839,0.08316955,1.389633,1.380633,1.407579,2.4285829424027785
55338,14.08269,0.5366984,0.08507998,1.419857,1.415353,1.442711,0.37799468538028835
55360,6.777243,5.220707,0.4544116,1.711611,1.683473,1.768941,3.0501714466663277
55464,6.749288,0.6168846,0.08367853,1.408765,1.403585,1.427303,0.4378903507682261
55465,6.965578,1.620421,0.1296299,1.409397,1.401371,1.432658,1.1497264432945435
55561,7.474902,3.959927,0.3721464,1.482583,1.472537,1.513884,2.6709647959001286
55619,11.67536,0.5813011,0.08321776,1.341212,1.317063,1.347225,0.43341477708222115
55741,7.579822,2.282416,0.3805759,1.474691,1.46984,1.50297,1.5477249132191082
55917,7.301801,2.846004,0.3246774,1.258577,1.227642,1.258611,2.2612871520773066
55958,12.91589,0.6390341,0.117276,1.279766,1.24734,1.277689,0.4993366756110102
55980,7.213228,0.6662524,0.1298012,1.263818,1.234362,1.26645,0.527174324151104
56112,8.305064,0.8825953,0.1550886,1.260349,1.229391,1.26542,0.7002784942900736
56138,6.160186,0.7103416,0.08473425,1.391825,1.383498,1.409439,0.5103670360857148
56223,6.720229,2.376244,0.1772545,1.955477,1.91091,2.063351,1.2151735868026061
56224,6.708089,4.128787,0.2729061,1.957347,1.912189,2.076421,2.1093791749751065
56285,6.736693,0.7868668,0.08391478,1.346538,1.334599,1.356021,0.5843628623922978
56334,10.72442,0.4839929,0.08159458,1.377821,1.368119,1.391627,0.3512741495448248
56385,7.152629,5.513324,0.5804025,1.601281,1.582376,1.646643,3.443070891367599
56452,6.72115,2.660004,0.1844149,1.581912,1.559747,1.621291,1.6815119930817894
56506,6.736911,1.232732,0.1240949,1.33109,1.318175,1.33912,0.92610717532248
56674,6.859082,3.333424,0.1879689,1.348074,1.338053,1.361417,2.4727307254646256
56736,7.213892,1.274077,0.2235951,1.496522,1.482632,1.529206,0.8513586836678645
56778,6.203965,2.882372,0.2299473,1.771877,1.733592,1.840367,1.6267336841101274
56802,6.716416,4.127621,0.1349877,1.364696,1.355527,1.381232,3.0245717727611137
56821,8.361696,0.4513853,0.08372204,1.345158,1.336824,1.358372,0.33556303423092304
56873,6.336294,0.5290972,0.08384256,1.322255,1.309134,1.330391,0.40014762659245007
56919,6.987144,13.87891,0.1329189,1.345715,1.336596,1.359551,10.31340960010106
56920,7.246782,6.788573,0.1268804,1.345134,1.337894,1.358,5.046763370786851
56924,7.31946,0.6421079,0.1282107,1.245597,1.218787,1.249692,0.5155021246839868
57099,6.587984,2.303106,0.1361735,1.326116,1.31502,1.333848,1.7367304217730575
57154,6.688964,4.160023,0.5528463,1.301953,1.288113,1.309883,3.195217492490128
57182,6.978879,40.13714,0.2100699,1.325625,1.31405,1.337888,30.277899104196134
57191,6.434769,1.228549,0.111908,1.351857,1.347226,1.368079,0.9087862103758014
57343,10.84271,3.760349,0.1225958,1.269314,1.246213,1.272528,2.9625049436152127
57433,6.046383,4.893543,0.3487634,1.491349,1.478619,1.52191,3.281286271690932
57437,6.270182,0.9951683,0.1934006,1.6948,1.668977,1.755842,0.587189225867359
57550,9.200105,0.4327253,0.08408376,1.317687,1.303918,1.328127,0.32839763919656184
57576,8.218938,1.164533,0.2279227,1.250135,1.226359,1.255027,0.9315257952141169
57612,7.423204,1.960709,0.32379,1.469477,1.463527,1.50292,1.3342903631700258
57613,7.530713,2.5234,0.3197863,1.469404,1.463163,1.501959,1.717294903239681
57674,12.88544,0.9279895,0.1457582,1.355716,1.348991,1.373243,0.6845013999982298
57692,7.20117,2.001587,0.2545164,1.254917,1.232919,1.257571,1.5949955256004977
57756,6.726945,2.068929,0.08837655,1.306318,1.296549,1.316846,1.5837866430685328
57793,7.322965,0.4914193,0.08276415,1.329307,1.322107,1.343608,0.36968081865212477
57794,7.315346,0.5365181,0.0819498,1.329362,1.324738,1.343547,0.40359066981002917
57920,7.013907,1.198448,0.08225118,1.328167,1.321488,1.341545,0.9023323121264117
57952,8.207074,2.210619,0.3336753,1.256906,1.234286,1.259889,1.758778301639104
57966,7.224741,2.070639,0.3546684,1.255258,1.233705,1.257653,1.6495724384947157
58042,7.314222,0.7716918,0.116603,1.231219,1.206639,1.231484,0.6267705420400432
58048,6.398798,1.87101,0.09717004,1.310871,1.302063,1.321611,1.427302915389844
58136,6.717369,3.654278,0.1029726,1.303548,1.292078,1.314092,2.8033321365994963
58180,6.615653,0.8939815,0.1567247,1.300904,1.290878,1.310197,0.6872002084704174
58199,7.504915,1.40903,0.2401839,1.300442,1.292064,1.311802,1.0835008404834663
58200,9.609267,2.688447,0.378765,1.264822,1.245045,1.270654,2.125553635215074
58244,6.042296,2.727636,0.4289841,1.227836,1.205404,1.229561,2.2214986366257383
58250,8.370918,0.7590973,0.1154862,1.329608,1.322504,1.344415,0.5709181202279168
58262,6.589942,1.893395,0.1274426,1.243752,1.222008,1.246109,1.52232519023085
58305,9.963726,1.213412,0.1469505,1.251626,1.22889,1.256551,0.9694685153552259
58365,7.037088,0.9440088,0.1173537,1.261507,1.239933,1.263883,0.7483183208654411
58422,8.447108,1.70805,0.2890222,1.231604,1.208973,1.235146,1.3868499939915753
58471,6.539728,1.055921,0.1827801,1.647651,1.630179,1.710925,0.6408644791888575
58474,7.102656,4.90677,0.6637721,1.252625,1.232765,1.255375,3.917189901207464
58500,10.45135,1.667456,0.09474156,1.3129,1.304836,1.324419,1.2700556021022165
58526,6.11661,3.231043,0.2799511,1.611407,1.591164,1.675947,2.0051067172973682
58584,6.386592,0.6319158,0.0870879,1.308066,1.300938,1.319297,0.483091678860241
58620,6.692518,1.496406,0.09316178,1.312815,1.308048,1.325922,1.1398452942722317
58641,6.98385,1.96927,0.2691322,1.22709,1.205797,1.226887,1.6048293116234345
58656,6.656182,0.6388649,0.117695,1.223511,1.198351,1.227377,0.5221570545749078
58724,6.652558,5.725676,0.4829082,1.40083,1.387295,1.424924,4.087345359536846
58738,9.742628,1.605294,0.2855578,1.238457,1.21872,1.242113,1.2962048742911543
58756,6.655332,0.6104341,0.1190834,1.225254,1.203751,1.228315,0.49821024865048386
58892,6.051094,3.402175,0.5658326,1.454848,1.447556,1.4868,2.3385089026482495
58914,6.056704,1.940404,0.2850455,1.413112,1.400587,1.438327,1.3731423977717265
58924,8.353371,7.55571,0.1465217,1.222155,1.200508,1.222588,6.182284571105956
59044,10.19456,0.8128302,0.1272294,1.24935,1.232061,1.254287,0.6506024732861088
59332,7.31451,1.997934,0.3789506,1.248806,1.232553,1.251287,1.599875400983019
59386,14.2711,2.518285,0.4833725,1.585114,1.565736,1.624552,1.5887090770758445
59579,6.970487,2.511466,0.2683456,1.297383,1.290261,1.308266,1.9357938249537723
59633,7.200055,0.809947,0.131685,1.219298,1.199879,1.221001,0.664273212947122
59680,6.262091,12.63924,0.2146398,1.306996,1.298861,1.32049,9.670450406887243
59709,6.956367,1.40393,0.1729177,1.291941,1.286178,1.304338,1.0866827509924988
59726,6.99091,1.880171,0.2200699,1.30802,1.302975,1.322673,1.4374176235837373
59786,12.28387,0.6255059,0.1248578,1.223737,1.204905,1.22582,0.511144061183081
59819,7.356723,0.692996,0.1189273,1.233153,1.217958,1.234986,0.5619708178952653
59869,9.38355,1.278425,0.2197291,1.212287,1.192902,1.214623,1.0545563880500244
59932,10.72573,10.31194,0.435854,1.335432,1.329338,1.353125,7.72180088540637
60025,7.330577,0.9642985,0.1678934,1.209114,1.190871,1.212198,0.7975248818556397
60141,10.66514,0.7702762,0.1204009,1.246194,1.234087,1.249359,0.6181029598922799
60157,10.94814,4.108024,0.5088206,1.248531,1.234081,1.254544,3.290285944041438
60182,7.497108,2.700329,0.4072655,1.430703,1.420985,1.463783,1.8874140894371507
60205,8.734923,1.431742,0.180435,1.220635,1.202759,1.22214,1.1729485063102403
60241,6.168793,1.059903,0.1788141,1.232204,1.216821,1.232926,0.8601684461339194
60272,7.20733,0.816375,0.1265298,1.218439,1.200831,1.220852,0.6700171284733991
60332,10.00629,1.104544,0.1879897,1.244408,1.230966,1.248816,0.8876059941755438
60401,6.79751,2.160465,0.2028017,1.515966,1.493406,1.554399,1.4251408013108473
60426,6.70077,0.9234288,0.1174772,1.234627,1.220459,1.237251,0.7479415240392443
60457,7.648718,1.24883,0.2098764,1.486309,1.470462,1.535064,0.8402223225453119
60458,7.794504,2.92474,0.2098248,1.485843,1.469971,1.524413,1.9684044680359902
60459,7.475718,3.188748,0.212916,1.487765,1.47929,1.534022,2.1433143003095245
60461,7.288851,1.082579,0.1198628,1.232157,1.218523,1.236785,0.8786047557251226
60513,8.749762,1.480918,0.2686858,1.227224,1.212791,1.231346,1.2067218372522048
60563,6.07065,1.95203,0.128461,1.237148,1.225411,1.241437,1.5778467895514523
60691,6.607278,1.979706,0.1768449,1.466541,1.454049,1.503841,1.3499152086440132
60692,6.734511,2.208087,0.1802295,1.46613,1.443136,1.494289,1.5060649464917846
60746,8.113049,1.202308,0.1165416,1.216489,1.201018,1.218197,0.9883426812737313
60859,6.14554,9.336759,0.1977813,1.373135,1.367222,1.394336,6.799592902373037
60874,6.796553,8.721975,0.5131562,1.415544,1.402025,1.442116,6.16157109916753
60945,9.754954,5.11624,0.6836589,1.214205,1.197274,1.216337,4.213654201720468
60980,6.788419,4.7942,0.4540267,1.570747,1.561255,1.608635,3.0521783584498334
60986,7.200857,1.245041,0.2305563,1.237165,1.225707,1.239515,1.0063661678110842
61045,7.614345,1.926717,0.3689064,1.211576,1.194501,1.211599,1.590256822518769
61105,10.72659,0.6147616,0.1177712,1.214294,1.197193,1.21655,0.5062708042698062
61262,6.944366,1.421297,0.22757,1.445555,1.430799,1.473849,0.9832189020825912
61297,6.711305,1.56162,0.2989884,1.228341,1.218053,1.23283,1.2713244937684243
61312,8.237574,0.7989995,0.1401099,1.233611,1.223808,1.23767,0.6476916142933226
61346,6.258966,1.128054,0.2071637,1.215761,1.200594,1.220165,0.9278583537389338
61449,7.186591,1.716592,0.2758543,1.23994,1.232939,1.246676,1.3844153749374968
61471,6.680852,4.130793,0.1794862,1.458267,1.445443,1.491508,2.832672617565919
61634,13.20299,5.136979,1.004873,1.443462,1.432989,1.473513,3.5587906020387097
61647,6.916452,7.200581,0.3593766,1.219242,1.209138,1.222381,5.905784905703708
61702,6.674691,1.360526,0.1927776,1.438622,1.420237,1.467961,0.945714718668281
61771,6.934362,1.787017,0.1955447,1.227735,1.218123,1.233462,1.455539672649228
61975,9.540289,0.6211161,0.1236151,1.236598,1.228003,1.243445,0.5022781049298154
62027,7.057023,2.244554,0.1312928,1.19568,1.179907,1.198706,1.8772196574334268
62033,6.785081,2.088597,0.3395785,1.412423,1.394712,1.439876,1.4787333539598266
62049,6.702259,1.944935,0.3511892,1.401716,1.39146,1.433986,1.387538559879462
62092,7.782998,2.673277,0.1712783,1.218028,1.207782,1.220317,2.19475824857885
62185,7.217632,0.8292845,0.1411936,1.190002,1.176838,1.191136,0.6968765598713279
62219,7.891282,3.834349,0.5938704,1.422305,1.410638,1.4541,2.695869732581971
62262,7.950676,2.111682,0.1768997,1.443831,1.428788,1.470981,1.4625548280927616
62269,7.293455,1.924678,0.1413621,1.215416,1.205066,1.217669,1.5835549309865922
62272,9.614335,1.164845,0.1876524,1.192193,1.177829,1.191553,0.9770607611351516
62353,6.990443,1.274702,0.2353725,1.222721,1.214122,1.229153,1.0425125601016094
62454,6.713901,0.8107967,0.1444949,1.207416,1.196496,1.212138,0.6715139603914475
62525,6.640007,2.603952,0.1151745,1.205806,1.196517,1.208127,2.1595115632199544
62569,7.645836,1.267754,0.2015102,1.218387,1.210785,1.221454,1.04051832463741
62597,6.177702,11.48257,0.3494636,1.403298,1.390149,1.429569,8.182559940939132
62606,6.696314,0.5127675,0.08137066,1.223459,1.215085,1.229462,0.41911294125916765
62642,6.899413,1.717577,0.3286562,1.208876,1.199341,1.21242,1.4208049460821457
62791,7.077505,5.407255,0.7479172,1.209482,1.201703,1.213494,4.470719696531242
62792,10.56345,0.6391452,0.1224014,1.204282,1.193392,1.208315,0.5307271884824318
62855,9.800377,0.9574009,0.181984,1.206309,1.19661,1.20974,0.7936614084782588
63092,6.997599,0.4882127,0.09447057,1.231164,1.225814,1.239186,0.3965456267402231
63269,6.341813,2.943835,0.2984011,1.179917,1.165493,1.182156,2.4949509160390093
63315,13.43042,1.537502,0.08932401,1.217564,1.208302,1.222702,1.2627689386348477
63369,6.156562,0.9891873,0.09804725,1.215415,1.20824,1.220466,0.8138679381116738
63396,6.551055,2.905324,0.1721875,1.184988,1.172833,1.185899,2.4517750390721256
63643,6.642097,1.390189,0.1886772,1.191671,1.181794,1.194389,1.1665879256942562
63753,6.760744,2.518851,0.3312681,1.373594,1.36226,1.398077,1.833766746214675
63768,6.663237,1.237806,0.1161641,1.178327,1.166051,1.17918,1.050477499030405
63995,7.260692,1.659858,0.3160772,1.193507,1.183871,1.196773,1.3907400626892008
64016,11.69745,1.012176,0.1164447,1.187162,1.175778,1.188712,0.8526014141288214
64103,6.800252,1.228889,0.2307597,1.223318,1.217687,1.229961,1.0045540080338882
64117,8.066672,1.27243,0.212747,1.206948,1.200212,1.213683,1.05425420150661
64126,7.315736,1.047378,0.1622379,1.1747,1.16333,1.177263,0.891613177832638
64186,6.2516,1.683286,0.2374875,1.227596,1.221642,1.235977,1.3712051847676272
64219,8.325826,0.9956993,0.1815421,1.183695,1.173014,1.185086,0.8411789354521224
64229,7.209805,0.9849082,0.1623464,1.204874,1.196842,1.209807,0.8174366780260841
64276,6.432923,1.60467,0.2236732,1.227568,1.221826,1.236474,1.3071943876021532
64305,8.215215,0.7094542,0.13903,1.184644,1.173259,1.18673,0.5988754427490453
64306,9.637467,0.8482333,0.1466082,1.180906,1.16956,1.184668,0.7182902788198213
64307,6.914547,3.163928,0.1564425,1.172412,1.160446,1.174847,2.6986485979331496
64332,7.041804,2.025389,0.1819608,1.236768,1.233458,1.246537,1.6376466726176615
64371,10.63072,0.6620758,0.1220279,1.199263,1.191545,1.203759,0.552068895646743
64452,6.321447,8.54444,0.1375939,1.2132,1.208011,1.218593,7.042894823606989
64459,6.286968,1.887179,0.1156763,1.197145,1.19028,1.20221,1.5763996842487753
64556,7.321101,1.035508,0.1888486,1.195631,1.188413,1.200696,0.8660765737924159
64611,7.355081,0.7200861,0.1215487,1.216641,1.210163,1.225203,0.591864074940759
64623,6.711862,1.633118,0.2527421,1.340704,1.327359,1.360065,1.2181048165739792
64640,11.20276,1.15519,0.1877381,1.188338,1.177929,1.19097,0.9721055793890291
64752,7.947801,0.5812939,0.08475122,1.220593,1.216034,1.227585,0.47623892648900984
64774,9.619171,1.151698,0.1892912,1.18594,1.175449,1.188802,0.9711267011821847
64795,6.143387,1.983133,0.3135122,1.1996,1.193161,1.205057,1.6531618872957652
64833,8.687722,0.4242781,0.08180273,1.221331,1.216312,1.229952,0.3473899376991168
64834,8.60603,0.4361271,0.08169574,1.220999,1.21594,1.229155,0.3571887446263265
64840,7.346383,1.091507,0.1975323,1.168758,1.156533,1.170478,0.9339033401268697
64980,8.767479,0.7578155,0.1286868,1.215371,1.208977,1.222361,0.6235260673489823
65019,6.16811,1.501996,0.260265,1.336183,1.326734,1.358453,1.1240945289679634
65088,6.535978,1.926143,0.1967305,1.17489,1.164924,1.176686,1.6394241163002494
65117,6.649825,0.7770654,0.08235121,1.220706,1.217003,1.229811,0.6365704764292139
65157,6.214204,1.449391,0.1779127,1.228379,1.221641,1.238869,1.179921669126548
65235,10.18538,0.6366583,0.1159039,1.193998,1.18732,1.198742,0.5332155497747904
65261,6.529882,8.741739,0.1753447,1.174787,1.166355,1.177954,7.441126774470606
65262,7.078531,1.965206,0.3063704,1.174701,1.164424,1.1761,1.672941454889372
65362,7.057547,1.07698,0.1159447,1.165904,1.155046,1.166742,0.923729569501434
65365,8.410184,3.322041,0.09778618,1.208386,1.203614,1.215315,2.749155485085064
65414,6.915598,0.9967554,0.1297705,1.218963,1.213269,1.227068,0.8177076744741226
65469,7.844378,0.6805494,0.1209107,1.175195,1.166631,1.17766,0.5790948736167189
65472,7.346325,0.7181529,0.1369957,1.176816,1.166961,1.181857,0.6102507953664803
65573,8.258459,0.6988555,0.1145638,1.236245,1.231343,1.246783,0.5653050164004707
65574,8.548717,0.6284195,0.1153934,1.236657,1.232141,1.246601,0.5081599020585337
65652,7.223071,9.136777,0.1956102,1.171292,1.161193,1.171918,7.800597118395754
65684,6.228776,28.68565,0.2015582,1.216336,1.212219,1.225964,23.583656160797673
65743,7.370964,0.7214431,0.1149059,1.192857,1.186517,1.199048,0.6048026712338528
65771,7.284082,2.050071,0.1165066,1.191408,1.185379,1.196158,1.720712803674308
65772,7.576533,1.215501,0.1170228,1.191626,1.184881,1.195071,1.0200356487689928
65797,8.329762,2.402556,0.2698092,1.215886,1.210426,1.22363,1.9759714315322325
65886,6.198017,3.878935,0.3990944,1.318668,1.307165,1.336255,2.9415554180430554
65920,6.555464,0.4138887,0.08200211,1.203646,1.197801,1.210125,0.3438624811614046
66075,11.1596,0.9770436,0.185946,1.204275,1.199078,1.209678,0.8113126985115526
66103,7.298727,2.242578,0.3854068,1.185687,1.178098,1.191195,1.8913743677715957
66160,8.167942,1.80221,0.09385279,1.204814,1.19988,1.211383,1.495840851782931
66169,7.02313,0.8525176,0.1359652,1.174347,1.167455,1.176494,0.7259503366551794
66217,6.219212,3.245598,0.6382866,1.31431,1.30344,1.335627,2.4694311083382154
66241,8.057527,1.249051,0.1774457,1.171717,1.164975,1.174814,1.0660005786380158
66284,6.96429,0.6126224,0.08133293,1.213458,1.208724,1.22028,0.5048566987897398
66401,8.966703,0.5877975,0.08245151,1.204125,1.199297,1.212671,0.4881532232949237
66458,9.475203,7.029122,0.1784837,1.166848,1.157183,1.168944,6.024025408622202
66480,9.806385,1.230501,0.2357192,1.202956,1.198527,1.20985,1.0228977618466513
66543,12.39601,5.986609,0.1285266,1.219895,1.214841,1.229728,4.907478922366269
66584,7.042783,1.548619,0.1330236,1.162769,1.15273,1.165791,1.3318371920820042
66623,6.580933,1.799737,0.1945137,1.199968,1.196005,1.207728,1.4998208285554282
66706,6.891822,1.740773,0.1631586,1.174608,1.167489,1.177978,1.4820033577159357
