id,ra,dec,x,y,use_phot,flag_eazy,flag_star,flag_artifact,flag_nearbcg,nusefilt,z_phot,z_phot_chi2,z025,z160,z500,z840,z975,z_spec,mu,mu_low_68,mu_high_68,flux_radius,iso_area,use_aper,f_f090w,e_f090w,w_f090w,f_f115w,e_f115w,w_f115w,f_f150w,e_f150w,w_f150w,f_f200w,e_f200w,w_f200w,f_f277w,e_f277w,w_f277w,f_f356w,e_f356w,w_f356w,f_f444w,e_f444w,w_f444w
59386,3.570889,-30.34126,8330.193,11347.94,1,1,0,0,0,22,14.2711,17.95379,1.827051,4.836944,14.02267,16.1932,18.33426,,1.585114,1.565736,1.624552,0.4003815,0.032,0.32,0.6019922,0.5265514,0.3106794,-0.3690275,0.6186986,0.2963752,-0.4837934,0.5037012,0.5942022,0.4754143,0.4891375,0.3824998,1.378966,0.3669939,0.4552545,1.511637,0.2848637,0.5714066,2.518285,0.4833725,0.1965673
59424,3.568194,-30.34113,8539.569,11359.33,1,1,0,0,0,20,13.7041,18.08712,2.893344,11.72898,13.0809,14.25879,15.27195,,1.547813,1.529832,1.587394,0.258785,0.0256,0.32,-1.175481,0.5543751,0.3038479,-0.4175529,0.6146368,0.3255612,0.4912708,0.5019787,0.6486035,1.790001,0.4874009,0.4176285,1.782924,0.3826524,0.453976,1.558288,0.3043837,0.5425584,0.7571141,0.5229631,0.182055
59451,3.506837,-30.34108,13305.38,11361.16,1,1,0,0,0,9,10.83097,2.490527,0.3113469,4.033564,10.42591,11.82936,13.6975,,1.298536,1.291254,1.3107,0.136336,0.0208,0.32,0.03594843,0.2169084,0.3735642,0.08765995,0.2326411,0.4277117,0.5906008,0.2974772,0.3476137,0.8273599,0.1757719,0.6043915,0.6188918,0.154331,0.5252783,0.6661378,0.1799343,0.2922239,0.5351904,0.148883,0.4227746
59457,3.522425,-30.34108,12094.61,11362.72,1,1,0,0,0,11,6.75648,4.309209,0.7265272,2.702508,7.876819,15.18196,19.24352,,1.324971,1.314515,1.339569,0.2046279,0.024,0.32,-0.5074493,0.3122943,0.4787685,0.1434634,0.3396262,0.5331599,0.2406159,0.5570239,0.2633858,0.656632,0.4750927,0.219784,0.5309219,0.2977457,0.3749219,1.154262,0.2485395,0.4069007,0.9760104,0.2345754,0.4524494
59480,3.48058,-30.34112,15344.77,11356.7,1,1,0,0,0,10,7.313011,12.22675,0.7360327,6.320205,7.357672,7.918433,8.584358,,1.247213,1.234291,1.254281,0.4892618,0.048,0.32,-0.166943,0.1878736,0.3255456,0.7180818,0.1876392,0.4298353,1.062174,0.2222115,0.4072829,0.2785145,0.1812627,0.3715571,0.7441543,0.1526033,0.3512315,0.4371585,0.1387014,0.3215194,0.5216496,0.117452,0.4441233
59481,3.480653,-30.34106,15339.12,11361.34,1,1,0,0,0,10,6.99802,5.466072,0.130078,5.841329,6.872564,7.519346,8.127779,,1.246497,1.230405,1.250683,0.3217978,0.0176,0.32,0.1078987,0.1863501,0.3308902,0.8648498,0.1866035,0.4346201,0.8864219,0.2212182,0.4109489,0.6860232,0.1804277,0.3750041,0.6235841,0.1520078,0.3539886,0.5968349,0.1413057,0.3097773,0.5366228,0.1182799,0.4379274
59482,3.480645,-30.34101,15339.8,11366.6,1,1,0,0,0,10,6.715031,4.403088,0.1349002,1.442796,6.349263,7.368052,9.206194,,1.245635,1.23011,1.250441,0.3416671,0.0256,0.32,0.02840676,0.1816824,0.3481108,0.3745666,0.1867813,0.4337927,0.7952057,0.2221886,0.4073669,0.3456719,0.1803906,0.3751582,0.451637,0.1529678,0.3495594,0.7573693,0.1387738,0.3211839,0.4451851,0.1156211,0.4583003
59483,3.569902,-30.34103,8406.905,11368.64,1,1,0,0,0,22,6.753578,26.93303,0.6087985,3.092169,7.379201,14.65116,19.25149,,1.543216,1.528362,1.579985,0.2001267,0.016,0.32,-0.4976687,0.3975474,0.3093286,-0.3417714,0.449919,0.3180792,-0.505635,0.3655954,0.6401515,0.5232635,0.348697,0.4271698,0.3685196,0.2620783,0.5066568,1.186109,0.2221875,0.5330701,1.174936,0.3745281,0.1858276
59488,3.4805,-30.34099,15351.05,11368.22,1,1,0,0,0,10,6.674716,3.201606,0.4634642,1.207753,6.396683,6.75528,7.98977,,1.245233,1.228555,1.248527,0.3607368,0.0336,0.32,0.35035,1.003439,0.3533733,2.776121,1.038511,0.43451,4.04636,1.236759,0.4071286,2.064585,1.003397,0.3754645,3.635784,0.8533329,0.3478216,4.573174,0.8097818,0.2920821,2.365436,0.6499347,0.4491145
59492,3.563104,-30.34099,8934.932,11371.5,1,1,0,0,0,20,7.915703,20.02059,0.2513333,1.306334,7.015075,8.615428,9.130748,,1.483158,1.46802,1.512161,0.1387925,0.0256,0.32,0.2372963,0.2439274,0.3237025,0.9905632,0.2931407,0.295203,1.171319,0.2328778,0.6215802,0.6760857,0.2273297,0.3959624,0.8243332,0.1747973,0.4487204,0.5023758,0.1461593,0.485333,0.943882,0.2463431,0.1692262
59526,3.516113,-30.34095,12584.86,11373.45,1,1,0,0,0,9,6.808454,2.228986,0.4469004,1.453476,6.408282,7.241475,8.150734,,1.309825,1.303048,1.322065,0.1011664,0.032,0.32,0.06734142,0.1268534,0.8075477,0.5039503,0.1346491,0.9439993,0.3498108,0.192045,0.6166694,0.2948165,0.15095,0.6059057,0.4451245,0.1109892,0.7509121,0.4472624,0.1011438,0.6837844,0.3639103,0.08936136,0.8676688
59531,3.58772,-30.34095,7022.905,11375.16,1,1,0,0,0,20,13.17587,15.78907,1.70763,3.391635,12.42634,13.30235,13.98338,,1.516639,1.501112,1.563007,0.1269919,0.0496,0.32,0.2387683,0.1896765,0.4784001,0.3592259,0.2933167,0.2634819,0.2233521,0.239821,0.5237574,1.054897,0.2343878,0.3328492,0.8510388,0.1922419,0.3315127,1.122121,0.1391239,0.4786745,1.034694,0.2589786,0.1368269
59543,3.549005,-30.34091,10030.01,11378.5,1,1,0,0,0,20,9.06023,6.7636,0.48401,2.392245,8.621444,10.95317,17.00687,,1.413012,1.396192,1.439772,0.101621,0.008,0.32,-0.06725452,0.1728268,0.3846987,-0.007392763,0.2711163,0.2058913,0.487632,0.2234294,0.4028548,0.1767025,0.2188086,0.2549842,0.5225564,0.183002,0.2442359,0.4443555,0.1347279,0.3407639,0.5859885,0.2553081,0.09399288
59579,3.510205,-30.34087,13043.74,11380.62,1,1,0,0,0,9,6.970487,16.21144,1.102616,2.258799,6.956435,7.533566,7.969384,,1.297383,1.290261,1.308266,0.2186121,0.0528,0.32,0.9950663,0.3498826,0.3754404,2.150846,0.29326,0.7038597,3.099612,0.4408467,0.4139014,1.964459,0.2861581,0.596311,0.9821335,0.2751711,0.4320739,2.214998,0.3119795,0.2541905,2.511466,0.2683456,0.3403124
59595,3.523118,-30.34081,12040.79,11386.28,1,1,0,0,0,11,7.327329,16.06155,0.1952669,6.903761,7.684325,8.662041,10.20195,,1.32649,1.318774,1.34202,0.2355465,0.0112,0.32,-0.6469263,0.4342933,0.4898003,1.523398,0.4748039,0.5397131,2.879089,0.7813338,0.264849,1.817735,0.6780059,0.2135097,1.900044,0.3975048,0.4161776,0.9871504,0.3555205,0.393443,1.05634,0.3241896,0.4686714
59596,3.516701,-30.34081,12539.17,11386.82,1,1,0,0,0,9,6.667293,3.693849,0.2142895,2.55183,5.793338,7.658292,19.07036,,1.309768,1.306404,1.322221,0.1327747,0.0096,0.32,0.2695446,0.15389,0.8194543,0.2520482,0.1622946,0.9703844,0.06894787,0.2260761,0.6645427,-0.005971896,0.1841573,0.607949,0.2361992,0.1413594,0.6913125,0.5762649,0.1257533,0.6605913,0.2808641,0.1124606,0.8181371
59620,3.515268,-30.34071,12650.51,11395,1,1,0,0,0,9,9.228917,5.053686,0.4320924,2.306476,9.052081,12.78276,16.35093,,1.31149,1.306757,1.326235,0.1208409,0.0096,0.32,-0.1772873,0.1456634,0.8203143,0.1125357,0.1533458,0.974862,0.2934077,0.2124266,0.6750713,0.3675051,0.1747638,0.6054481,0.4143708,0.1465646,0.5767678,0.3586232,0.1555312,0.3873215,0.3798924,0.1060589,0.8250264
59633,3.464311,-30.34068,16608.52,11394.45,1,1,0,0,0,12,7.200055,10.76134,0.5498511,3.183022,8.247148,16.90848,19.41279,,1.219298,1.199879,1.221001,0.09368096,0.032,0.32,-0.2728553,0.1826493,0.3444348,0.4906893,0.1899223,0.4195632,-0.07663646,0.2240807,0.4005166,-0.0119586,0.1826372,0.3659856,0.3496822,0.1637208,0.3051501,0.52995,0.1525218,0.2658918,0.809947,0.131685,0.3533067
59656,3.522965,-30.34063,12052.63,11402.91,1,1,0,0,0,11,9.130637,9.474197,0.2752444,2.581538,8.458071,9.569181,10.69796,,1.328636,1.32113,1.343833,0.251287,0.0144,0.32,-0.1258708,0.1569309,0.46658,0.3458116,0.168432,0.533458,1.154337,0.2773535,0.261434,0.5459431,0.2672046,0.1709836,0.556423,0.1403526,0.4152219,0.4074732,0.1260366,0.3893813,0.4229862,0.1153616,0.4603646
59660,3.561508,-30.34065,9058.887,11402.62,1,1,0,0,0,20,6.760231,5.302147,0.7956857,6.680382,6.775395,6.873748,6.997348,,1.463756,1.451729,1.496327,0.1235655,0.056,0.32,0.3073872,0.2305247,0.3256821,1.418619,0.2960579,0.2600649,0.9973014,0.2459304,0.5008307,1.034411,0.2408784,0.3169074,1.021016,0.1807993,0.3768889,1.626489,0.147744,0.4268102,1.154669,0.2558046,0.1410241
59664,3.515784,-30.34059,12610.4,11405.76,1,1,0,0,0,9,6.758178,6.090277,0.4950934,6.439527,6.90793,7.612947,8.242238,,1.30671,1.298509,1.319496,0.1976139,0.0336,0.32,0.00387412,0.2093003,0.8077525,0.948278,0.2189662,0.9720087,0.7389452,0.3023624,0.6774058,0.8724436,0.2496915,0.6029894,0.7646036,0.1957996,0.6570112,0.9052482,0.2068433,0.445206,0.6187028,0.1528635,0.8074055
59680,3.516553,-30.34061,12550.71,11404.09,1,1,0,0,0,9,6.262091,11.98822,6.122503,6.198892,6.261645,6.323764,6.387792,,1.306996,1.298861,1.32049,0.1544267,0.4496,0.7,8.03798,0.3118625,0.81766,13.81541,0.3412556,0.9459235,11.71546,0.4696973,0.6706714,11.02612,0.3959843,0.6072719,11.41171,0.2888446,0.760012,21.28891,0.2606742,0.7042652,12.63924,0.2146398,0.922744
59702,3.465468,-30.34044,16518.68,11415.9,1,1,0,0,0,9,7.329014,7.045535,0.3985468,2.098049,7.214262,8.843528,14.91832,,1.220584,1.200957,1.222432,0.08398944,0.016,0.32,-0.2197393,0.1851113,0.3420864,0.5451424,0.1968177,0.3985469,0.1378115,0.247179,0.3357876,0.4217184,0.1852467,0.3629108,0.3771604,0.1639823,0.3103028,0.4401646,0.1436713,0.3056943,0.3806616,0.1198052,0.4354433
59709,3.508689,-30.34047,13161.49,11416.82,1,1,0,0,0,9,6.956367,8.604632,0.389332,1.462872,6.413477,6.924711,7.388245,,1.291941,1.286178,1.304338,0.3891489,0.08,0.32,0.7020918,0.2517468,0.3778277,1.531692,0.2724247,0.4249472,1.725441,0.3202023,0.4087514,1.393924,0.2049263,0.6057946,1.434523,0.1860267,0.4925486,1.427558,0.2067493,0.30155,1.40393,0.1729177,0.4269963
59714,3.462562,-30.34054,16744.35,11406.66,1,1,0,0,0,12,6.679213,9.481913,0.6108116,1.564136,5.530195,14.00354,19.17045,,1.215264,1.196207,1.220204,0.4565751,0.0464,0.32,0.07863436,0.1824428,0.345215,0.03157818,0.18818,0.4273682,0.4597383,0.2242481,0.3999187,0.1969339,0.1909729,0.3347331,0.5124877,0.1588593,0.3241127,0.864947,0.1448505,0.2948007,0.5014386,0.1217937,0.4130231
59721,3.467749,-30.34038,16341.54,11421.64,1,1,0,0,0,12,6.714292,6.82041,0.6072355,3.221966,8.007256,17.52133,19.57737,,1.222828,1.203672,1.223755,0.1158775,0.0128,0.32,0.2446644,0.2059708,0.3371544,-0.2493168,0.2209907,0.3857434,0.2032407,0.2517089,0.3951205,0.0480614,0.2026396,0.3700759,0.2046343,0.2013148,0.2512274,0.7532024,0.2005995,0.1913402,0.6431042,0.1474515,0.3507704
59726,3.516551,-30.34044,12550.86,11420.02,1,1,0,0,0,9,6.99091,5.998363,1.056972,6.284797,7.020532,7.474372,7.946101,,1.30802,1.302975,1.322673,0.5140907,0.0592,0.32,-0.1188633,0.3134347,0.8239963,1.810372,0.3374367,0.9363556,0.7504603,0.461258,0.6659135,1.210386,0.378524,0.6002494,1.662455,0.2830391,0.7192909,1.975073,0.2944927,0.5024536,1.880171,0.2200699,0.8912083
59733,3.479568,-30.34036,15423.49,11424.5,1,1,0,0,0,9,6.71188,3.883837,0.197908,0.9345915,4.507862,6.924391,12.37538,,1.241157,1.226442,1.242096,0.1062465,0.0144,0.32,-0.02846128,0.1817511,0.3478477,0.6118258,0.1960101,0.3939059,0.2083348,0.2222326,0.4072058,0.4147337,0.1848132,0.3574179,0.525839,0.1526956,0.350807,0.5698661,0.1423267,0.3053487,0.3188898,0.1200129,0.4253717
59735,3.575837,-30.3404,7945.875,11425.03,1,1,0,0,0,21,7.916185,9.080445,0.2893322,1.651504,6.815286,8.628968,10.74286,,1.569631,1.548339,1.610628,0.1073868,0.0224,0.32,0.1326934,0.2033471,0.3729742,0.2411438,0.2428291,0.3444764,0.3653393,0.1997287,0.6766441,0.2667012,0.1913018,0.4477298,0.2905838,0.1527585,0.4704597,0.3932299,0.1219111,0.5585912,1.013517,0.2058053,0.1941435
59739,3.530941,-30.34038,11433.16,11425.78,1,1,0,0,0,7,6.628341,3.792055,0.7626334,3.448654,9.00992,17.07376,19.446,,1.341749,1.337637,1.360402,0.07792526,0.008,0.32,0.2889462,0.2556967,0.1796952,,,,,,,,,,,,,3.974127,0.3978327,0.0399587,,,
59769,3.556184,-30.34035,9472.438,11429.61,1,1,0,0,0,20,6.39437,9.031389,6.197459,6.296156,6.410169,6.531407,6.617873,,1.430688,1.415855,1.458968,0.1307081,0.0464,0.32,0.6180263,0.2400601,0.302091,1.491061,0.331232,0.2089869,1.226166,0.2868178,0.3703834,1.392348,0.2668412,0.2597592,1.039868,0.2198313,0.2564346,1.50069,0.1727776,0.3139266,1.336831,0.322882,0.0890371
59783,3.45791,-30.34025,17105.76,11432.92,1,1,0,0,0,8,9.314729,2.222889,0.4981179,3.016904,9.746102,16.52627,19.37513,,1.210874,1.192006,1.212712,0.3398577,0.0368,0.32,,,,,,,,,,,,,2.077916,0.6276032,0.297251,2.332583,0.7944088,0.1402985,2.320982,0.5035413,0.3458809
59786,3.464601,-30.34028,16586.01,11430.8,1,1,0,0,0,12,12.28387,4.479672,1.19488,8.787391,12.13947,13.84178,15.18392,,1.223737,1.204905,1.22582,0.4826926,0.0416,0.32,-0.168678,0.1827092,0.3442091,0.02237591,0.1891338,0.4230686,0.1158387,0.223441,0.402813,0.75827,0.1983251,0.3103751,0.5817859,0.157714,0.3288371,0.5469426,0.1419832,0.3068278,0.6255059,0.1248578,0.393
59801,3.594525,-30.34022,6494.337,11441.32,1,1,0,0,0,21,6.832106,19.85534,1.031018,3.977248,12.89108,17.92742,19.5977,,1.417848,1.409236,1.448438,0.188308,0.008,0.32,0.1408926,0.4186949,0.277237,-0.23275,0.813695,0.09667837,-0.3499527,0.6660139,0.1917637,0.2729376,0.6385978,0.1266167,0.573458,0.5207113,0.1275941,1.827253,0.3137201,0.2658198,2.4681,0.7491402,0.04617443
59812,3.537401,-30.3402,10931.39,11442.38,1,1,0,0,0,9,7.30918,10.6808,0.5583015,7.008702,9.964982,14.29345,15.71574,,1.361363,1.352874,1.387075,0.249377,0.016,0.32,-0.4477652,0.6841769,0.186198,4.184752,2.116266,0.0256317,1.62273,1.765585,0.04893511,4.400306,1.709616,0.03168209,6.955726,1.393137,0.03196704,2.701098,0.6353636,0.1162232,4.339504,2.020281,0.01138595
59819,3.474219,-30.34014,15839,11444,1,1,0,0,0,9,7.356723,5.154653,0.5772575,1.841677,7.462509,9.680042,17.53875,,1.233153,1.217958,1.234986,0.1057972,0.0048,0.32,-0.2074891,0.1823313,0.3456374,0.3381888,0.1890952,0.4232413,0.4115713,0.2448217,0.3355286,-0.04089717,0.1823817,0.3670116,0.2443068,0.1516193,0.3558051,0.206929,0.1397655,0.3166422,0.692996,0.1189273,0.4331731
59821,3.479993,-30.34013,15390.5,11445,1,1,0,0,0,9,9.554465,7.430485,0.5053424,2.379732,8.309593,15.09849,19.06191,,1.245199,1.22962,1.247088,0.1673068,0.0064,0.32,0.2169003,0.283718,0.3521637,-0.09130611,0.2930951,0.4346176,0.7226796,0.3493494,0.4065223,0.1621539,0.2884417,0.3619938,0.6706627,0.2384159,0.3549979,0.6870017,0.2188867,0.318497,0.7947322,0.1828136,0.4522542
59846,3.479963,-30.34008,15392.81,11449.6,1,1,0,0,0,9,9.140639,3.635028,0.3127971,2.410861,8.699311,10.16689,11.62288,,1.244465,1.23287,1.248355,0.1450656,0.008,0.32,0.01156126,0.2758124,0.3548066,0.3168923,0.28663,0.4326952,1.05622,0.3411768,0.4058323,0.6373343,0.2798625,0.3661246,0.7875677,0.2402611,0.3328361,0.5726833,0.2203874,0.2991379,0.64824,0.1824978,0.432101
59854,3.517848,-30.3401,12450.14,11450.29,1,1,0,0,0,9,6.660784,2.721154,0.05743644,0.7395042,4.577099,6.600987,6.797913,,1.307874,1.302117,1.324756,0.1487886,0.0128,0.32,0.236254,0.1632892,0.4309515,0.3671906,0.1669066,0.5432528,0.2901033,0.273329,0.2691894,0.4868801,0.2316167,0.2275634,0.3860909,0.1478278,0.3742904,0.7430838,0.1446284,0.2957069,0.1896165,0.1165677,0.4508869
59869,3.459139,-30.34005,17010.34,11451.05,1,1,0,0,0,12,9.38355,7.149517,0.2485464,2.199572,9.258982,10.76672,11.91697,,1.212287,1.192902,1.214623,0.2165375,0.0368,0.32,0.235208,0.3841695,0.2554214,0.1493658,0.3592001,0.3848011,1.164242,0.4080554,0.3962333,1.358646,0.3341361,0.3587198,1.137121,0.3059856,0.2866019,1.004691,0.258858,0.3028346,1.278425,0.2197291,0.4163025
59875,3.592818,-30.34008,6626.897,11453.78,1,1,0,0,0,21,8.306689,10.37811,8.022461,8.134759,8.301902,8.512614,10.20053,,1.437219,1.428266,1.466916,0.4312885,0.0352,0.32,-0.1979813,0.1657284,0.4183591,0.4451254,0.3233764,0.1447213,0.8581891,0.2671654,0.2817532,0.7890431,0.2536994,0.1896721,0.6388067,0.2002274,0.2040206,0.6639313,0.1344586,0.3421305,1.305082,0.2898263,0.07293711
59882,3.48356,-30.34003,15113.43,11454.89,1,1,0,0,0,9,10.75456,9.745641,0.6714318,3.863421,11.46262,15.69446,18.83798,,1.251755,1.239015,1.256404,0.1650595,0.0112,0.32,0.0901176,0.304863,0.3533988,-0.7400458,0.3169177,0.4307128,0.6594142,0.3741799,0.4105821,0.487963,0.3056959,0.3734175,0.9619469,0.2718053,0.316473,0.8058826,0.2350035,0.3201486,0.5330027,0.1985496,0.44424
59898,3.550175,-30.34005,9939.165,11455.62,1,1,0,0,0,20,9.311594,7.697894,0.1878254,1.471724,9.154235,10.30796,11.30665,,1.41054,1.397087,1.437699,0.1267347,0.032,0.32,0.111959,0.2054583,0.3734085,0.1255046,0.3165124,0.2072318,0.8750921,0.2618853,0.4022496,0.5060178,0.2572656,0.2530274,0.8569941,0.2057013,0.265177,0.8448992,0.1541349,0.3571537,0.4003525,0.297436,0.09500046
59914,3.458562,-30.33996,17055.1,11458.64,1,1,0,0,0,8,8.157614,3.073984,0.5337742,3.193282,10.03919,16.4853,19.33409,,1.209869,1.190541,1.212295,0.2150647,0.0144,0.32,,,,,,,,,,,,,0.9416904,0.4147098,0.2850278,1.036364,0.3529327,0.2976046,1.489767,0.2982602,0.4127512
59932,3.525143,-30.34045,11883.47,11418.77,1,1,0,0,0,9,10.72573,2.872339,9.533982,10.25596,10.70893,11.08962,11.3071,,1.335432,1.329338,1.353125,0.9916775,0.3952,0.48,0.04024559,0.4686514,0.1326263,0.3559597,0.3772164,0.2785927,7.092607,0.4774561,0.2377055,,,,9.413951,0.3227785,0.2058444,8.953645,0.2577149,0.2378556,10.31194,0.435854,0.07562079
59945,3.465074,-30.3399,16549.33,11464.67,1,1,0,0,0,12,12.49809,7.578609,1.227,10.64314,12.78767,14.5034,16.0713,,1.223434,1.205226,1.224598,0.1178313,0.0032,0.32,-0.1597715,0.2161813,0.3167186,-0.4286379,0.2184461,0.4085334,0.1402042,0.2758374,0.3404785,0.6255058,0.206117,0.3701531,0.5822776,0.1768606,0.3368416,0.6792685,0.1761505,0.256784,0.4230503,0.132707,0.4481291
59984,3.458143,-30.33977,17087.72,11475.58,1,1,0,0,0,8,9.797276,2.990897,0.4430744,3.205439,10.15292,16.32169,19.27011,,1.210449,1.190453,1.213331,0.1075486,0.0112,0.32,,,,,,,,,,,,,0.4663838,0.1618037,0.3472974,0.3160826,0.1497461,0.3066303,0.4367907,0.1231317,0.4492025
60006,3.460336,-30.33973,16917.38,11479.37,1,1,0,0,0,11,11.81218,11.53331,0.5598499,3.009976,10.03724,15.13255,18.96637,,1.215252,1.195334,1.21633,0.1846461,0.0192,0.32,-0.1391087,0.3426084,0.2883542,-0.0007676153,0.3255775,0.4205519,-0.1802812,0.3855624,0.3984915,0.3902664,0.3118113,0.3698602,0.4846351,0.2640644,0.3455257,0.564845,0.2424304,0.3100085,0.9931388,0.2025833,0.4397399
60025,3.459236,-30.33972,17002.79,11480.27,1,1,0,0,0,12,7.330577,6.061934,0.6884229,1.91326,7.410071,10.61726,16.67284,,1.209114,1.190871,1.212198,0.1343953,0.0144,0.32,-0.1769157,0.2890587,0.2716407,0.4525965,0.2954409,0.3424772,-0.3399718,0.337148,0.3494718,0.3402884,0.2621107,0.3509915,0.2316852,0.2348202,0.2930044,0.1268337,0.2012877,0.3015491,0.9642985,0.1678934,0.4293199
60042,3.545282,-30.33973,10319.22,11484.47,1,1,0,0,0,20,6.645421,30.43872,0.1189506,3.925857,6.492068,12.48672,18.74029,,1.381674,1.37256,1.406267,0.06365116,0.0064,0.32,0.2210978,0.1874354,0.3270695,-0.3403901,0.3112078,0.1562602,0.08563249,0.2558295,0.3072758,0.2714852,0.2512166,0.1934398,-0.06132193,0.2113273,0.1831513,0.8507869,0.1439022,0.298699,-0.4518813,0.3083435,0.06443985
60073,3.557863,-30.33969,9342.033,11488.31,1,1,0,0,0,20,8.552284,13.75287,0.1427629,2.173124,8.803485,10.0955,11.03103,,1.439346,1.418135,1.463579,0.132605,0.0368,0.32,0.2956607,0.2342693,0.311566,0.4877919,0.3302039,0.2065486,1.358402,0.2688546,0.4140302,1.062224,0.26412,0.2604218,1.050641,0.2140964,0.2655461,0.88642,0.1651564,0.3374547,0.6811493,0.3057134,0.09755127
60077,3.577621,-30.33969,7807.324,11489.13,1,1,0,0,0,21,8.942315,25.73072,1.012861,6.346799,8.610911,9.125807,10.99858,,1.536133,1.519957,1.57983,0.3397262,0.0208,0.32,-0.05404171,0.1734215,0.382065,0.2349609,0.199465,0.3803785,0.3249193,0.1604321,0.7813522,0.2629685,0.1545006,0.511425,0.2485281,0.1261422,0.5140442,0.5310953,0.1100092,0.5111057,0.5367867,0.1825627,0.1838231
60104,3.481716,-30.33955,15256.67,11497.33,1,1,0,0,0,9,11.88456,8.880782,1.184589,10.10946,12.1497,14.23012,15.66416,,1.24767,1.233682,1.250846,0.1153095,0.0032,0.32,0.2035924,0.1886366,0.3229172,-0.3975513,0.1941057,0.401673,0.2082179,0.222937,0.4046365,0.5818838,0.1799982,0.3767955,0.7515539,0.1705997,0.2810379,0.2988853,0.1574004,0.2496645,0.4539251,0.1377288,0.3229794
60123,3.548951,-30.33956,10034.24,11499.67,1,1,0,0,0,20,7.097672,6.640176,0.2431815,4.882575,7.087197,7.299123,9.387111,,1.395399,1.384334,1.418983,0.1354203,0.0272,0.32,0.01419859,0.2430421,0.3339866,0.506737,0.3557451,0.2053147,0.5279176,0.2926049,0.4032877,0.3098139,0.2901942,0.2488936,0.8913312,0.2335934,0.2573647,0.9951568,0.1747962,0.347579,1.480956,0.3416089,0.09013941
60126,3.579079,-30.33956,7694.062,11500.21,1,1,0,0,0,22,6.553106,22.3486,0.1030199,5.944314,6.342137,6.555593,6.921558,,1.519601,1.501326,1.554972,0.1071505,0.0384,0.32,0.389698,0.1822886,0.382534,0.5954871,0.2093522,0.3819795,0.4952945,0.1672842,0.7949965,0.4942861,0.1621448,0.5136672,0.4487122,0.1383685,0.4725989,0.7533773,0.1107365,0.5579982,0.7486281,0.1924205,0.1830491
60127,3.46198,-30.33948,16789.67,11502.34,1,1,0,0,0,9,9.324932,5.056453,0.4700271,2.410414,8.427252,14.95411,18.95084,,1.214934,1.196924,1.214514,0.0919077,0.0048,0.32,-0.09674978,0.1902012,0.3176264,0.06144078,0.1897738,0.4202199,0.3923026,0.2424229,0.3422017,0.1459942,0.1815569,0.3703537,0.39142,0.1522907,0.3526748,0.3425617,0.1402475,0.3144696,0.3946499,0.1212435,0.4167807
60129,3.482998,-30.3395,15157.1,11501.94,1,1,0,0,0,9,9.632264,14.97151,0.980323,3.812896,10.30336,15.54717,19.17427,,1.247308,1.233449,1.251143,0.3347387,0.016,0.32,-0.9326042,0.6418599,0.321648,-1.928709,0.6356159,0.4319942,1.742738,0.7545667,0.4073356,0.6346067,0.6648116,0.3185396,1.428618,0.5155713,0.354864,1.844695,0.4757431,0.3151679,1.519784,0.3995637,0.4425582
60141,3.481678,-30.33949,15259.69,11502.95,1,1,0,0,0,9,10.66514,11.27605,1.398206,7.879422,10.89185,13.23999,15.12438,,1.246194,1.234087,1.249359,0.3865425,0.0352,0.32,0.04435834,0.188134,0.3246449,-0.5665417,0.1943501,0.4006636,0.03426093,0.2221759,0.4074137,0.5587798,0.1811292,0.3721049,0.3672437,0.1600044,0.3194901,0.316602,0.1400655,0.3152872,0.7702762,0.1204009,0.4226346
60157,3.482832,-30.33952,15170.05,11500.12,1,1,0,0,0,9,10.94814,11.0069,2.704274,9.954638,10.84206,11.52154,12.2879,,1.248531,1.234081,1.254544,4.509178,1.168,1,1.638833,0.7345252,0.3425229,-1.559917,0.7785123,0.4076007,3.121362,0.9353826,0.4114476,4.21924,0.8021262,0.3707244,4.828515,0.685208,0.3557639,4.077115,0.6423095,0.3223124,4.108024,0.5088206,0.4649068
60162,3.465544,-30.33946,16512.86,11504.5,1,1,0,0,0,9,9.764008,4.577621,0.3707582,2.180698,9.064878,10.59534,14.15594,,1.220604,1.203027,1.222561,0.1858467,0.0096,0.32,0.2998443,0.3231623,0.3441786,-0.08672124,0.3344675,0.4231785,1.123315,0.3967863,0.3995749,0.5222209,0.3477071,0.315862,0.8792281,0.2815032,0.3228766,0.4887932,0.2506465,0.3079836,0.9345601,0.2101456,0.4339761
60177,3.585183,-30.33947,7220,11509,1,1,0,0,0,20,6.141028,11.36461,0.3796534,0.9509318,4.104242,6.072395,6.591393,,1.485557,1.469223,1.527992,0.1011173,0.0016,0.32,0.3670383,0.1564258,0.469598,0.3600236,0.2346926,0.2747581,0.3041544,0.1933052,0.5381982,0.3762245,0.1863526,0.3515373,0.405914,0.1549813,0.3405357,0.5779876,0.1182318,0.4424864,-0.005334168,0.2153771,0.1320763
60182,3.592323,-30.33947,6665.402,11508.85,1,1,0,0,0,21,7.497108,19.62068,7.344938,7.3955,7.47431,7.546598,7.602276,,1.430703,1.420985,1.463783,0.1427654,0.0368,0.32,0.157487,0.2155441,0.4111421,0.8987147,0.4245906,0.1395499,1.153399,0.3449722,0.2809199,0.8481943,0.3296796,0.1867151,0.7929502,0.2839109,0.1686857,1.281173,0.1945501,0.2716608,2.700329,0.4072655,0.06140308
